embedding_id,mainaccord1,all_notes
14825,earthy,"['truffle', 'plum', 'rum', 'ylang-ylang', 'black orchid', 'patchouli']"
3932,earthy,"['apple', 'tea', 'ozonic notes', 'mandarin orange', 'osmanthus', 'magnolia', 'lily', 'earthy notes', 'patchouli', 'jasmine', 'amber', 'orris', 'bamboo', 'musk', 'civet', 'sandalwood', 'vanilla']"
20487,warm spicy,"['ginger', 'bergamot', 'lemon', 'spices', 'violet leaf', 'white pepper', 'basil', 'tonka bean', 'cedar', 'tahitian vetiver']"
15009,soft spicy,"['licorice', 'lime', 'star anise', 'cacao pod', 'violet', 'jasmine', 'amber', 'patchouli', 'sandalwood', 'cedar']"
7095,mineral,"['green almond', 'juniper', 'mineral notes', 'ambergris', 'oakmoss']"
9628,soft spicy,"['pink pepper', 'red currant', 'bay leaf', 'rose', 'lotus', 'patchouli', 'vanilla', 'amber', 'musk']"
12808,honey,"['ginger', 'bitter orange', 'jasmine sambac', 'orange blossom', 'rose', 'honey', 'amber', 'caramel', 'vanilla', 'sandalwood', 'cashmere wood']"
12816,musky,"['pear', 'apple', 'citruses', 'ambrette (musk mallow)', 'amyl salicylate', 'moss', 'jasmine', 'iso e super', 'cetalox', 'ambrettolide', 'helvetolide']"
4520,yellow floral,"['bergamot', 'lemon', 'pink pepper', 'ylang-ylang', 'coconut milk', 'heliotrope', 'musk', 'benzoin', 'cedar']"
3016,cacao,"['cacao', 'dark chocolate', 'hazelnut', 'hazelnut', 'tonka bean']"
3264,green,"['green notes', 'rice flower', 'iris', 'bergamot', 'lotus', 'rhubarb', 'lily', 'ginger', 'orchid', 'musk', 'sandalwood', 'amber']"
16222,herbal,"['fig leaf', 'immortelle', 'sandalwood']"
5740,fruity,"['pear', 'black currant', 'pink pepper', 'grapefruit', 'pineapple', 'rose', 'jasmine', 'heliotrope', 'vanilla', 'cedar', 'amberwood', 'patchouli']"
15056,tuberose,"['tuberose', 'black fig', 'sandalwood']"
19534,sweet,"['ginger', 'bitter orange', 'mandarin orange', 'bergamot', 'kulfi', 'rose', 'orange blossom', 'jasmine', 'vanilla', 'amber', 'sandalwood', 'mastic or lentisque']"
6281,woody,"['cassis', 'may rose', 'freesia', 'vanilla', 'patchouli', 'woody notes', 'ambroxan']"
17143,smoky,"['bergamot', 'amalfi lemon', 'mandarin orange', 'incense', 'leather', 'artemisia', 'sandalwood', 'patchouli', 'agarwood (oud)']"
19538,citrus,"['lemon', 'bergamot', 'neroli', 'rose de mai', 'hyacinth', 'cedar', 'clary sage', 'geranium', 'tonka bean', 'musk', 'amber']"
1984,coca-cola,"['pear', 'mandarin orange', 'neroli', 'coca-cola', 'rhubarb', 'orange blossom', 'vanilla', 'amber', 'violet']"
14747,iris,"['orris root', 'rum', 'iris', 'rose', 'jasmine', 'agarwood (oud)', 'woodsy notes', 'civetta']"
11718,fruity,"['peach', 'apricot', 'pear', 'black currant', 'green apple', 'sandalwood', 'jasmine', 'moss', 'vanilla', 'cedar', 'musk']"
18973,citrus,"['orange', 'sea notes', 'aldehydes', 'blood mandarin', 'pepper', 'neroli', 'cedar', 'vanilla', 'tonka bean', 'white musk', 'amber', 'vetiver', 'elemi resin']"
18198,powdery,"['anise', 'bergamot', 'lemon', 'violet', 'mimosa', 'rose', 'freesia', 'carnation', 'iris', 'almond', 'vanilla', 'white musk', 'sandalwood', 'cedar']"
815,anis,"['anise', 'spices', 'melon', 'eucalyptus', 'woodsy notes', 'musk']"
6868,almond,"['narcissus', 'night blooming jasmine', 'almond', 'sandalwood']"
20764,musky,"['angelica', 'pear', 'pink pepper', 'jasmine', 'caraway', 'vanilla', 'angelica', 'cedar']"
5490,sweet,"['pear', 'mandarin orange', 'green notes', 'orchid', 'toffee', 'patchouli']"
21352,oud,"['frankincense', 'raspberry', 'saffron', 'pear', 'musk', 'damask rose', 'orange blossom', 'agarwood', 'leather', 'patchouli', 'ambergris']"
15984,woody,"['sicilian lemon', 'black currant', 'bergamot', 'spicy notes', 'fruity notes', 'patchouli leaf', 'water jasmine', 'cedar', 'leather', 'sandalwood', 'vanilla', 'white musk', 'moss']"
3681,patchouli,"['black currant', 'mandarin orange', 'orange blossom', 'hibiscus seed', 'grapefruit blossom', 'patchouli', 'amber', 'musk']"
19661,cherry,"['cherry', 'sour cherry', 'almond', 'rum', 'black pepper', 'bergamot', 'ink', 'red wine', 'myrrh', 'damask rose', 'cinnamon', 'mimosa', 'jasmine', 'lily-of-the-valley', 'tonka bean', 'musk', 'vanilla bean', 'benzoin', 'precious woods', 'amber', 'patchouli', 'agarwood (oud)']"
12228,woody,"['rose', 'pepper', 'iris', 'powdery notes', 'patchouli', 'oakmoss', 'vetiver', 'orris root', 'cashmirwood']"
6839,mineral,"['mineral notes', 'green pepper', 'artemisia', 'ozonic notes', 'gunpowder', 'oud', 'metallic notes', 'ambergris', 'cashmeran']"
2359,white floral,"['peach', 'bergamot', 'mandarin orange', 'lemon', 'water lily', 'mimosa', 'tuberose', 'melon', 'lotus', 'pineapple', 'jasmine', 'lily-of-the-valley', 'rose', 'patchouli', 'black locust', 'sandalwood', 'cedar', 'tonka bean']"
21270,animalic,"['beeswax', 'birch', 'cloves', 'cardamom', 'leather', 'turkish rose', 'orange blossom', 'jasmine', 'civet', 'beeswax', 'agarwood (oud)', 'sandalwood', 'amber', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha', 'musk']"
10656,caramel,"['peach', 'mandarin orange', 'orange', 'caramel', 'orange blossom', 'jasmine', 'amber', 'sandalwood', 'guaiac wood', 'cedar']"
13893,woody,"['litchi', 'peony', 'amalfi lemon', 'pink pepper', 'rose', 'jasmine', 'freesia', 'patchouli', 'vetiver', 'cedar', 'ambrette (musk mallow)']"
7441,woody,"['saffron', 'jasmine', 'amberwood', 'ambergris', 'fir resin', 'cedar']"
11490,smoky,"['orange', 'violet', 'rooibos tea', 'cinnamon', 'iris', 'incense', 'vanilla']"
5025,fruity,"['strawberry', 'raspberry', 'pear', 'orange', 'tangerine', 'calabrian bergamot', 'calone', 'peony', 'jasmine sambac', 'chinese jasmine', 'datura', 'orange blossom', 'indonesian patchouli leaf', 'patchouli', 'white musk', 'vanila', 'ambroxan', 'moss', 'cedar']"
10616,soft spicy,"['star anise', 'violet', 'ivy', 'licorice', 'cherry', 'iris', 'orris root', 'amaryllis', 'vanilla', 'praline', 'tonka bean', 'white musk', 'vetiver']"
6135,coffee,"['cappuccino', 'coffee', 'sweet notes', 'coffee', 'caramel', 'almond', 'vanilla', 'resin', 'amber']"
17965,woody,"['brazilian rosewood', 'coriander', 'mahogany', 'sicilian mandarin', 'cinnamon', 'damask rose', 'carnation', 'sandalwood', 'tobacco', 'vanilla', 'leather', 'amber', 'ambrette (musk mallow)']"
9974,tobacco,"['cinnamon', 'incense', 'pear', 'agarwood (oud)', 'saffron', 'nutmeg', 'tobacco', 'leather', 'patchouli', 'jasmine', 'vetiver', 'vanilla', 'musk', 'guaiac wood', 'sandalwood', 'ambergris']"
3168,fresh,"['citruses', 'cassia', 'pink pepper', 'lily-of-the-valley', 'mimosa', 'violet', 'heliotrope', 'vetiver', 'vanilla']"
18670,tropical,"['mango', 'chamomile', 'orange blossom', 'coconut', 'ylang ylang', 'amber', 'vanilla', 'siam benzoin', 'iris butter']"
4260,warm spicy,"['spices', 'aldehydes', 'narcissus', 'lavender', 'orange', 'peach', 'coca-cola', 'bergamot', 'spicy notes', 'cloves', 'cinnamon', 'rose', 'ylang-ylang', 'jasmine', 'lily-of-the-valley', 'cassia', 'orchid', 'incense', 'tolu balsam', 'peru balsam', 'oakmoss', 'patchouli', 'amber', 'vetiver', 'vanilla', 'musk']"
21116,amber,"['cinnamon', 'honey', 'osmanthus', 'benzoin', 'ambergris', 'labdanum', 'artemisia', 'tonka bean', 'vanila', 'patchouli', 'musk']"
10347,citrus,"['bergamot', 'mandarin orange', 'lemon', 'bitter orange', 'lavender', 'rosemary', 'myrtle', 'african orange flower', 'neroli', 'jasmine', 'pitosporum', 'amber', 'angelica', 'ambrette (musk mallow)']"
4780,aldehydic,"['aldehydes', 'orange', 'honey', 'geranium', 'musk', 'patchouli', 'amber']"
11280,nutty,"['cherry', 'green apple', 'bergamot', 'almond blossom', 'macadamia', 'mimosa', 'flower petals', 'jasmine', 'freesia', 'chestnut', 'amber', 'sandalowood', 'musk', 'woodsy notes']"
9276,green,"['freesia', 'lily-of-the-valley', 'rose', 'palm tree', 'narcissus', 'lily', 'gardenia', 'black currant', 'musk', 'oakmoss']"
4523,woody,"['plum', 'saffron', 'iris', 'orris', 'jasmine sambac', 'bulgarian rose', 'vetiver', 'papyrus', 'liquidambar']"
10975,nutty,"['hazelnut', 'coffee', 'cinnamon', 'tuberose', 'coconut', 'jasmine sambac', 'vanilla', 'white musk', 'cedar']"
3297,green,"['rhubarb leaf', 'bergamot', 'green notes', 'orange blossom', 'ylang-ylang', 'pear', 'bourbon vanilla', 'woody notes', 'amberwood', 'sandalwood', 'coumarin']"
20334,warm spicy,"['violet leaf', 'bergamot', 'black tea', 'cinnamon', 'pimento', 'tobacco leaf', 'myrrh', 'musk', 'olive tree']"
18369,marine,"['sea water', 'melon', 'green notes', 'jasmine', 'sichuan pepper', 'cedar', 'musk']"
7804,ozonic,"['watermelon', 'red currant', 'yuzu', 'lilac', 'may rose', 'stephanotis', 'white musk', 'cedar', 'sandalwood']"
15112,almond,"['almond', 'lemon', 'virginia cedar', 'vanilla', 'musk']"
2386,almond,"['violet leaf', 'cardamom', 'red currant', 'almond', 'lily-of-the-valley', 'jasmine', 'heliotrope', 'musk', 'benzoin']"
3072,coconut,"['vanillin', 'cedar', 'coconut', 'co2 extracts', 'vanilla absolute', 'sandalwood', 'ambretone']"
4063,white floral,"['ambrette (musk mallow)', 'jasmine', 'virginia cedar']"
15648,citrus,"['orange', 'mandarin orange', 'bergamot', 'orange blossom', 'turkish rose', 'jasmine', 'mimosa', 'ylang-ylang', 'patchouli', 'white musk', 'vanilla', 'vetiver', 'tonka bean', 'opoponax']"
21250,fruity,"['fruity notes', 'orange', 'bergamot', 'malt', 'whiskey', 'patchouli', 'coffee', 'cedar', 'peat', 'vanilla', 'amber', 'musk']"
167,aldehydic,"['aldehydes', 'grapefruit', 'freesia', 'jasmine', 'lily-of-the-valley', 'orange', 'orchid', 'musk', 'sandalwood']"
16573,citrus,"['lemon', 'bergamot', 'carambola (star fruit)', 'cardamom', 'brazilian rosewood', 'cedar', 'tarragon', 'sage', 'pepper', 'musk', 'woodsy notes', 'saffron', 'amber', 'sycamore']"
16599,mossy,"['bergamot', 'lily', 'lilac', 'neroli', 'jasmine', 'cloves', 'cinnamon', 'oakmoss', 'civet', 'sandalwood', 'musk']"
20070,warm spicy,"['nutmeg', 'cinnamon', 'cardamom', 'grapefruit', 'lavender', 'licorice', 'sandalwood', 'amber', 'patchouli', 'haitian vetiver']"
7972,fresh spicy,"['calabrian bergamot', 'pepper', 'sichuan pepper', 'lavender', 'pink pepper', 'vetiver', 'patchouli', 'geranium', 'elemi', 'ambroxan', 'cedar', 'labdanum']"
16801,aromatic,"['bergamot', 'lemon', 'mandarin orange', 'orange blossom', 'white nerium oleander', 'fig leaf', 'cypress', 'red cedar', 'juniper', 'pistachio', 'musk']"
4691,lavender,"['lavender', 'pink pepper', 'neroli', 'aldehydes', 'orris', 'petalia', 'blackberry leaf', 'orange blossom', 'musk', 'woodsy notes', 'vetiver', 'cedar', 'coumarin']"
632,anis,"['smoke', 'camphor', 'mimosa', 'anise', 'cedar', 'ambrette (musk mallow)', 'juniper']"
9246,aquatic,"['melon', 'brandy', 'pear', 'mastic or lentisque', 'ginger', 'agave', 'salt', 'suede', 'clary sage', 'tonka bean', 'amber', 'vetiver']"
4055,floral,"['mignonette', 'mandarin orange', 'sage', 'nectarine', 'blue hyacinth', 'peach blossom', 'rose hip', 'iris', 'red cyclamen', 'violet root', 'musk', 'sandalwood', 'cedar']"
8094,aquatic,"['cucumber', 'mandarin orange', 'cassia', 'water hyacinth', 'carrot', 'white woods', 'sandalwood']"
14220,citrus,"['grapefruit', 'pineapple', 'bergamot', 'orange', 'rose', 'freesia', 'red apple', 'lotus', 'hyacinth', 'gardenia', 'lily-of-the-valley', 'violet', 'orris', 'patchouli', 'cedar', 'musk', 'amber', 'incense', 'pine']"
6573,violet,"['ylang-ylang', 'violet', 'cedar', 'cloves']"
8271,vanilla,"['peach', 'coconut', 'mango', 'bergamot', 'fruits', 'geranium', 'jasmine', 'floral notes', 'lily-of-the-valley', 'vanilla', 'amber', 'sandalwood', 'musk', 'patchouli', 'woodsy notes']"
21579,iris,"['iris', 'amber', 'patchouli', 'tonka bean', 'leather', 'sandalwood']"
12341,fresh spicy,"['bergamot', 'pepper', 'star anise', 'mint', 'ginger', 'sage', 'iris', 'boxwood', 'labdanum']"
10948,musky,"['rose', 'peach', 'musk', 'amber', 'patchouli', 'sandalwood']"
19348,warm spicy,"['ginger', 'bergamot', 'pink pepper', 'green notes', 'cardamom', 'black currant', 'turkish rose', 'vanilla', 'benzoin', 'sandalwood', 'cedar', 'patchouli', 'ambergris', 'musk']"
18175,woody,"['aldehydes', 'ylang-ylang', 'neroli', 'jasmine', 'tincture of rose', 'vanille', 'sandalwood', 'vetyver']"
19948,aldehydic,"['aldehydes', 'neroli', 'bergamot', 'jasmine', 'rose', 'rosemary', 'iris', 'vanilla', 'amber', 'woody notes']"
4756,tropical,"['coconut milk', 'bergamot', 'tyger lily', 'jasmine', 'freesia', 'mango', 'benzoin']"
20072,marine,"['sea notes', 'aquozone', 'bergamot', 'green mandarin', 'rosemary', 'lavender', 'cypress', 'mastic or lentisque', 'mineral notes', 'musk', 'patchouli', 'amber']"
12176,aquatic,"['cucumber', 'lime', 'mint', 'bergamot', 'water notes', 'granny smith apple', 'lotus', 'rosemary', 'driftwood', 'rum', 'sandalwood', 'oak moss']"
5599,earthy,"['truffle', 'blackberry', 'grapefruit', 'orchid', 'gardenia', 'lily-of-the-valley', 'mexican chocolate', 'incense', 'amber']"
17756,green,"['mint', 'galbanum', 'orange blossom', 'ivy', 'vetiver', 'moss', 'woody notes', 'myrrh', 'patchouli']"
19936,warm spicy,"['spices', 'rum', 'tobacco', 'leather', 'iris', 'tuberose', 'tonka bean', 'guaiac wood', 'benzoin']"
21463,warm spicy,"['grapefruit', 'coriander', 'basil', 'cardamom', 'ginger', 'orange blossom', 'amber', 'tobacco', 'cedar']"
11781,honey,"['pear', 'jasmine', 'honey']"
15720,rose,"['litchi', 'pear', 'bergamot', 'turkish rose', 'agarwood (oud)', 'incense', 'vanilla', 'amber', 'woody notes']"
14189,honey,"['caraway', 'pine tree needles', 'honey', 'beeswax', 'jasmine', 'oakmoss', 'amber', 'vanilla', 'patchouli', 'musk']"
4255,mineral,"['sea salt', 'mineral notes', 'citruses', 'jasmine', 'mastic or lentisque', 'coconut', 'pine tree', 'labdanum']"
3139,balsamic,"['ylang-ylang', 'rose', 'bergamot', 'orris root', 'jasmine', 'peru balsam']"
12776,woody,"['patchouli', 'pink pepper', 'peach', 'mandarin orange', 'bergamot', 'turkish rose', 'bulgarian rose', 'iris', 'jasmine', 'dried fruits', 'patchouli', 'vanilla', 'spices', 'sandalwood', 'vetiver', 'labdanum', 'lavender', 'amber']"
18566,coffee,"['mandarin orange', 'nashi pear', 'pink pepper', 'coffee', 'almond', 'orange blossom', 'jasmine', 'amber', 'vanilla', 'patchouli', 'cedar']"
14170,musky,"['musk', 'flowers', 'cashmeran']"
20216,aldehydic,"['aldehydes', 'african orange flower', 'bergamot', 'carnation', 'ylang-ylang', 'jasmine', 'rose', 'iris', 'sandalwood', 'vanille', 'amber']"
6255,citrus,"['lemon', 'green notes', 'bergamot', 'mandarin orange', 'pineapple', 'cardamom', 'papaya', 'lily-of-the-valley', 'jasmine', 'violet', 'rose', 'nutmeg', 'orris root', 'freesia', 'green accord', 'musk', 'cedar', 'sandalwood', 'oakmoss', 'green tea', 'amber']"
9451,patchouli,"['geranium', 'neroli', 'orange', 'patchouli', 'vanilla', 'sandalwood', 'musk']"
1968,aquatic,"['green notes', 'bergamot', 'pink pepper', 'watery notes', 'rain notes', 'turkish rose', 'jasmine', 'pine tree', 'moss', 'patchouli']"
8631,violet,"['violet', 'pink grapefruit', 'bergamot', 'peony', 'iris', 'woodsy notes']"
9567,patchouli,"['patchouli', 'pink pepper', 'pineapple', 'hiacynth', 'iris', 'lemon', 'jasmine', 'rose', 'patchouli', 'musk', 'vetiver', 'vanilla']"
21313,warm spicy,"['apple', 'lavender', 'bergamot', 'mandarin orange', 'geranium', 'violet', 'jasmine', 'vanilla', 'cardamom', 'sandalwood', 'pepper', 'guaiac wood', 'patchouli']"
17332,coffee,"['passion flower', 'pink pepper', 'bergamot', 'neroli', 'coffee', 'heliotrope', 'freesia', 'amber', 'musk', 'teak wood']"
3861,fresh,"['aldehydes', 'rose', 'pink pepper', 'peony', 'violet', 'african orange flower', 'musk', 'woodsy notes', 'sandalwood']"
5588,coca-cola,"['raspberry', 'granny smith apple', 'lime', 'sweet notes', 'peony', 'magnolia', 'coca-cola']"
13364,tobacco,"['allspice', 'haitian vetiver', 'tobacco']"
13539,green,"['mint', 'amber', 'vetiver', 'pepper', 'spicy notes', 'oakmoss', 'vanilla']"
19224,leather,"['raspberry', 'saffron', 'thyme', 'olibanum', 'jasmine', 'leather', 'suede', 'woody notes', 'amber']"
9742,coconut,"['coconut nectar', 'magnolia', 'white musk']"
13185,sweet,"['lemon', 'sage', 'praline', 'cinnamon', 'tolu balsam', 'black cardamom', 'brazilian rosewood', 'patchouli', 'black amber']"
15074,citrus,"['grapefruit', 'bergamot', 'pink pepper', 'water notes', 'lavender', 'cardamom', 'white musk', 'white woods', 'cashmere wood', 'oakmoss']"
19690,warm spicy,"['pink pepper', 'elemi', 'bergamot', 'grapefruit', 'cinnamon', 'saffron', 'paprika', 'tobacco', 'leather', 'vetiver']"
11494,mossy,"['mirabelle', 'oakmoss', 'davana', 'sandalwood', 'musk']"
19341,leather,"['saffron', 'mandarin orange', 'bergamot', 'patchouli', 'ylang-ylang', 'hawthorn', 'jasmine', 'birch', 'styrax', 'orris root']"
3323,herbal,"['chamomile', 'acai berry', 'lavender', 'violet leaf', 'cumin', 'beeswax', 'marigold', 'nard himalayan (jatamansi)', 'anise', 'jasmine', 'hay', 'mushroom', 'oakmoss', 'olibanum', 'myrrh', 'tonka bean', 'vanilla']"
2801,marine,"['sea notes', 'aldehydes', 'coriander', 'red pepper', 'juniper', 'iris', 'amyl salicylate', 'rose', 'seaweed', 'ambergris', 'cedar', 'amberwood']"
1523,vanilla,"['coconut', 'ylang-ylang', 'peach', 'karo karounde', 'orange', 'jasmine', 'gardenia', 'violet', 'freesia', 'osmanthus', 'rose', 'vanilla', 'sandalwood', 'amber', 'musk']"
7064,lactonic,"['passionfruit', 'citruses', 'milk']"
13002,aldehydic,"['aldehydes', 'bergamot', 'bourbon geranium', 'ylang-ylang', 'tuberose', 'rose', 'jasmine', 'olibanum', 'iris', 'vanilla', 'vetiver', 'sandalwood', 'styrax', 'patchouli']"
3446,caramel,"['mandarin orange', 'incense', 'bergamot', 'ylang-ylang', 'jasmine', 'iris', 'caramel', 'amber', 'musk', 'vetiver']"
7053,nutty,"['pistachio', 'cotton candy', 'popcorn', 'walnut', 'hazelnut', 'violet']"
14320,lavender,"['lavender', 'freesia', 'grapefruit', 'geranium', 'oak moss', 'amber', 'leather']"
18388,marine,"['salt', 'ozonic notes', 'watery notes', 'myrtle', 'bergamot', 'salt', 'sea notes', 'ylang-ylang', 'orange blossom', 'ambergris', 'algae', 'white musk', 'oakmoss', 'patchouli']"
2861,lactonic,"['coconut', 'fig', 'vanilla flower', 'coconut', 'milk', 'wheat', 'sugar', 'coconut milk', 'fig leaf', 'vanilla']"
15379,violet,"['violet', 'wild strawberry', 'orange blossom', 'iris', 'vanilla', 'tonka bean', 'sandalwood']"
16224,fruity,"['black currant', 'red berries', 'cassia', 'bitter orange', 'mandarin orange', 'blackberry', 'peony', 'violet', 'freesia', 'jasmine', 'lily-of-the-valley', 'cedar', 'musk', 'heliotrope']"
554,fruity,"['passionfruit', 'peach', 'pear', 'raspberry', 'cassis', 'sand', 'lily-of-the-valley', 'musk', 'sandalwood', 'vanilla', 'patchouli', 'heliotrope']"
14684,ozonic,"['melon', 'watermelon', 'green apple', 'lemon', 'lime', 'lily-of-the-valley', 'patchouli', 'musk', 'sandalwood']"
6569,fruity,"['nectarine', 'pear', 'pink pepper', 'bergamot', 'taif rose', 'peach', 'violet', 'jasmine', 'musk', 'virginia cedar']"
437,oud,"['davana', 'coffee', 'tonka bean', 'agarwood (oud)', 'sandalwood', 'labdanum']"
14248,patchouli,"['rum', 'osmanthus', 'leather', 'jasmine', 'rose', 'patchouli', 'vanille', 'amber', 'musk']"
16567,musky,"['thyme', 'tea', 'lily-of-the-valley', 'saffron', 'rose', 'suede', 'musk', 'sandalwood', 'olibanum', 'amber']"
10679,ozonic,"['ozonic notes', 'ice', 'juniper berry', 'pink pepper', 'saffron', 'labdanum', 'suede', 'moss', 'musk', 'sandalwood']"
21206,tobacco,"['clary sage', 'black currant', 'tobacco leaf', 'nutmeg', 'orris', 'tonka bean', 'oakmoss']"
20238,leather,"['cardamom', 'leather', 'jasmine sambac', 'amber', 'moss', 'patchouli']"
9944,leather,"['grapefruit', 'narcissus', 'lily-of-the-valley', 'rose', 'mimosa', 'tuberose', 'leather', 'iris']"
18542,coconut,"['solar notes', 'lavender', 'litsea cubeba', 'coconut milk', 'water lily', 'benzoin', 'musk', 'amber', 'cedar']"
16051,green,"['hiacynth', 'galbanum', 'iris', 'bergamot', 'lemon', 'tuberose', 'aldehydes', 'jasmine', 'ylang-ylang', 'cloves', 'orris root', 'violet', 'spicy notes', 'rose', 'oakmoss', 'vetiver', 'sandalwood', 'musk', 'resins', 'amber', 'patchouli']"
8259,tropical,"['passionfruit', 'strelitzia', 'pink grapefruit', 'tiare flower', 'hibiscus', 'cyclamen', 'orange blossom', 'coconut', 'vanilla', 'musk', 'white amber', 'white woods']"
16100,coca-cola,"['coca-cola', 'rum', 'lime', 'black pepper', 'birch', 'davana', 'vanilla', 'white musk', 'amber']"
18377,anis,"['star anise', 'rose', 'ginger', 'african orange flower', 'vanilla', 'amber']"
17514,caramel,"['jasmine', 'caramel', 'salt', 'vanilla']"
9905,fresh,"['citruses', 'litchi', 'ivy', 'black currant', 'water lily', 'peony', 'rose', 'jasmine', 'raspberry', 'apricot', 'musk', 'sandalwood', 'amber']"
8293,rose,"['cassia', 'lemon verbena', 'star anise', 'rose', 'peony', 'magnolia', 'taif rose', 'musk', 'vanilla', 'patchouli']"
16013,violet,"['black violet', 'saffron', 'honey', 'lavender', 'tonka bean', 'cedar', 'patchouli']"
20806,mossy,"['black currant', 'caraway', 'coriander', 'jasmine', 'lily-of-the-valley', 'oakmoss', 'sandalwood', 'musk']"
2016,green,"['cucumber', 'grapefruit', 'magnolia', 'green apple', 'lily-of-the-valley', 'tuberose', 'violet', 'rose', 'woodsy notes', 'sandalwood', 'amber']"
8272,metallic,"['aldehydes', 'lime peel', 'bitter orange', 'coriander leaf', 'jasmine', 'pitosporum', 'metallic notes', 'musk', 'amber', 'cashmere wood']"
9669,tobacco,"['green notes', 'bulgarian rose', 'saffron', 'patchouli', 'cedar', 'tobacco', 'musk', 'vanilla']"
17672,cacao,"['cacao', 'milk', 'liquor', 'cacao', 'jasmine', 'lily-of-the-valley', 'coumarin', 'musk', 'cedar']"
13768,tobacco,"['lavender', 'clementine', 'cucumber', 'cardamom', 'pepper', 'basil', 'osmanthus', 'tobacco', 'amber', 'patchouli', 'woodsy notes', 'musk']"
15039,fresh spicy,"['caraway', 'cinnamon', 'pink nerium oleander', 'damask rose', 'tea', 'geranium', 'jasmine', 'agarwood (oud)', 'olibanum', 'patchouli', 'amber', 'sandalowood', 'guaiac wood', 'vanilla', 'orris root', 'musk']"
13126,tropical,"['mango', 'papaya', 'pineapple', 'lemon', 'peach', 'coconut', 'hibiscus', 'sandalwood']"
12822,rose,"['italian lemon', 'turkish rose', 'vanilla', 'white musk', 'cedar']"
9365,aldehydic,"['aldehydes', 'green notes', 'honeysuckle', 'bergamot', 'peach', 'lemon', 'rose', 'iris', 'geranium', 'ylang-ylang', 'lily-of-the-valley', 'jasmine', 'magnolia', 'gardenia', 'oakmoss', 'tahitian vetiver', 'musk', 'sandalwood', 'tonka bean', 'amber']"
18860,fresh spicy,"['pepper', 'anise', 'bergamot', 'fruity notes', 'lavender', 'french labdanum', 'vanille', 'patchouli', 'vetyver']"
18751,tobacco,"['tobacco leaf', 'bergamot', 'amber', 'birch', 'leather', 'vanilla', 'sandalwood', 'guaiac wood', 'cedar', 'musk']"
17910,nutty,"['chestnut', 'hazelnut', 'green mandarin', 'honey', 'cinnamon leaf', 'jasmine sambac', 'tobacco', 'leather', 'peru balsam', 'labdanum', 'siam benzoin', 'orcanox\x99', 'cypriol oil or nagarmotha']"
16464,citrus,"['mandarin orange', 'orange', 'petitgrain', 'seaweed', 'lavender', 'cotton flower', 'virginia cedar', 'woodsy notes', 'patchouli', 'clary sage', 'amber']"
12048,musky,"['musk', 'lily', 'ylang-ylang', 'galbanum', 'basil', 'musk', 'lily', 'jasmine', 'rose', 'musk', 'iris', 'jasmine', 'oakmoss', 'amber', 'vanilla', 'rose', 'vetiver', 'patchouli', 'peach']"
1749,marine,"['sea notes', 'pepper', 'water lily', 'ylang-ylang', 'sandalwood', 'vanilla']"
7985,iris,"['pear', 'cardamom', 'pineapple', 'iris', 'lavender', 'geranium', 'leather', 'black vanilla husk', 'patchouli']"
19217,cherry,"['cherry', 'pepper', 'incense', 'agarwood (oud)', 'patchouli', 'moss', 'benzoin']"
14383,cacao,"['vanilla', 'vanilla orchid', 'cacao pod', 'rum']"
15432,iris,"['african orange flower', 'neroli', 'orange', 'mandarin orange', 'iris', 'galbanum', 'mastic or lentisque', 'incense', 'virginia cedar', 'benzoin', 'vetiver']"
8756,lactonic,"['milk', 'coconut', 'caramel']"
20701,oud,"['rosemary', 'mandarin orange', 'bergamot', 'agarwood (oud)', 'vetiver', 'amber', 'musk']"
20769,citrus,"['orange', 'grapefruit', 'flint', 'woodsy notes', 'oak moss', 'benzoin']"
6409,aquatic,"['musk', 'hawthorn', 'jasmine', 'water notes', 'violet', 'violet leaf', 'woodsy notes', 'vetyver', 'sandalwood', 'amber']"
17730,citrus,"['orange', 'bergamot', 'grapefruit', 'litchi', 'rose', 'italian jasmine', 'patchouli', 'tahitian vetiver', 'bourbon vanilla', 'white musk']"
12325,chocolate,"['chocolate', 'plum', 'bergamot', 'iris', 'ambrette (musk mallow)', 'osmanthus', 'jasmine', 'rose', 'oakmoss', 'vanilla', 'amber', 'musk', 'leather', 'patchouli']"
9963,floral,"['litchi', 'freesia', 'magnolia', 'pepper', 'ginger', 'mandarin orange', 'jasmine', 'jasmine', 'musk', 'amber']"
11542,citrus,"['bitter orange', 'red currant', 'pink pepper', 'green tea', 'peony', 'jasmine', 'violet', 'cedar', 'musk', 'oakmoss', 'amber']"
9659,animalic,"['leather', 'tobacco', 'cardamom', 'labdanum', 'singapore patchouli', 'violet leaves', 'jasmine sambac', 'musk', 'cambodian oud', 'indian oud', 'ambergris', 'oakmoss']"
11233,fresh,"['pink pepper', 'peony', 'litchi', 'petalia', 'musk', 'white cedar extract', 'amber']"
18224,cacao,"['cherry', 'pink pepper', 'cardamom', 'pomelo', 'bergamot', 'mandarin orange', 'black pepper', 'blackberry', 'apricot', 'lotus', 'cacao', 'musk', 'sandalowood', 'amber']"
6007,fresh,"['water notes', 'citruses', 'ginger', 'coriander', 'virginia cedar', 'musk']"
