embedding_id,all_notes,mainaccord1,target_description
15979,"['anise', 'licorice', 'violet', 'ivy', 'wormwood', 'basil', 'rum', 'tonka bean', 'almond', 'sandalwood', 'vanilla', 'praline', 'vetiver', 'cedar', 'labdanum']",soft spicy,It smells like black jelly beans dipped in dark rum beside a wooden jewelry box filled with sugared almonds and dried violets.
856,"['peach', 'black currant', 'mandarin orange', 'bergamot', 'dark chocolate', 'rose', 'violet', 'vanilla', 'white musk', 'cedar']",chocolate,"It smells like a fruity drink with dark chocolate shavings next to a bouquet of flowers, finishing with the soft scent of clean laundry and wooden drawers."
10666,"['pear', 'tuberose', 'tonka bean']",tuberose,"It smells like overripe pear slices sitting next to a bouquet of white flowers in a bakery, with vanilla extract spilling on the counter."
15678,"['grapefruit', 'green mango', 'tomato', 'carrot', 'lotus', 'bulrush', 'orange', 'hiacynth', 'peony', 'musk', 'iris', 'incense', 'labdanum', 'cinnamon']",citrus,"It smells like citrus peel and unripe mango at first, then watery flowers and vegetables, finishing with warm spice and smoky resin."
11775,"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']",citrus,"It smells like juicy citrus and sweet berries at first, then creamy white flowers with a hint of spice, finishing with soft wood and vanilla warmth."
11092,"['shiso', 'grass', 'artemisia', 'french labdanum', 'jasmine', 'white tobacco', 'immortelle', 'leather', 'sage', 'liatris', 'vanille']",herbal,"It smells like a greenhouse at dusk — crushed green leaves and herbal tea scattered on leather chairs, with sweet hay and dried flowers left to cure in the corner."
2524,"['aldehydes', 'coriander', 'clary sage', 'artemisia', 'bergamot', 'patchouli', 'carnation', 'geranium', 'vetiver', 'cinnamon', 'jasmine', 'orris root', 'lavender', 'civet', 'honey', 'leather', 'musk', 'oakmoss', 'amber', 'tonka bean', 'vanilla']",musky,"It smells like dusty powder and soap at first, then warm spices and dried flowers, finishing with sweet vanilla, earthy moss, and something animalic underneath."
18863,"['bergamot', 'coconut milk', 'musk', 'woody notes']",coconut,It smells like sunscreen mixed with clean laundry that's been stored in a cedar closet.
2381,"['almond', 'peach', 'almond blossom', 'white flowers', 'tonka bean', 'white musk', 'amber']",almond,"It smells like marzipan cookies cooling on a counter near a vase of white blossoms, with a soft, powdery sweetness that lingers on your clothes."
19661,"['cherry', 'sour cherry', 'almond', 'rum', 'black pepper', 'bergamot', 'ink', 'red wine', 'myrrh', 'damask rose', 'cinnamon', 'mimosa', 'jasmine', 'lily-of-the-valley', 'tonka bean', 'musk', 'vanilla bean', 'benzoin', 'precious woods', 'amber', 'patchouli', 'agarwood (oud)']",cherry,"It smells like spilled red wine on old wooden church pews, mixed with the sticky-sweet scent of cherry liqueur chocolates and the dusty, resinous smell of antique furniture in your grandmother's parlor."
19225,"['bergamot', 'myrtle', 'hazelnut', 'chocolate', 'roasted coffee beans', 'leather', 'cedar']",woody,"It smells like dark roasted coffee and bitter chocolate first, then worn leather and dry cedar wood, with a faint nutty sweetness."
12615,"['aldehydes', 'galbanum', 'ginger', 'chamomile', 'lavender', 'jasmine', 'rose', 'moss', 'patchouli', 'sandalwood']",herbal,It smells like the soapy-clean sheets at your grandmother's house mixed with the slightly bitter green stems you break when picking flowers from her garden.
1329,"['coriander', 'geranium', 'pink pepper', 'jasmine', 'rose', 'violet', 'ylang-ylang', 'animal notes', 'leather', 'musk']",animalic,"It smells like a florist's leather apron after arranging spicy bouquets all day — slightly sweaty, powdery from rose petals, with an animalic warmth clinging to the creases."
21182,"['pear', 'lavender', 'mint', 'bergamot', 'lemon', 'cinnamon', 'clary sage', 'caraway', 'black vanilla husk', 'amber', 'patchouli', 'cedar']",vanilla,"It smells like a herb garden after rain meeting a spice cabinet, with something dark and resinous lurking in the background like old wooden drawers lined with vanilla-stained paper."
7985,"['pear', 'cardamom', 'pineapple', 'iris', 'lavender', 'geranium', 'leather', 'black vanilla husk', 'patchouli']",iris,"It smells like a leather jacket that's been hanging in a closet with dried flowers and overripe fruit, with something powdery and slightly smoky clinging to the fabric."
17498,"['mandarin orange', 'neroli', 'bergamot', 'star anise', 'olive blossom', 'tarragon', 'tonka bean', 'tobacco', 'guaiac wood', 'cedar']",anis,"It smells like bright citrus peel and white flowers at first, then warm licorice spice, finishing with sweet tobacco and dry woods underneath."
20476,"['bergamot', 'angelica', 'patchouli', 'coumarin', 'amber', 'musk']",amber,"It smells like the air in an old bookshop — dusty paper mixed with citrus cleaning solution and something faintly sweet, like vanilla extract someone spilled years ago."
7149,"['blood orange', 'mandarin orange', 'honey', 'gardenia', 'orange blossom', 'jasmine', 'peach', 'beeswax', 'caramel', 'patchouli', 'licorice']",honey,"It smells like candied oranges and white flowers, with a sticky-sweet base of honey, warm wax, and something faintly medicinal like black licorice."
3466,"['pink pepper', 'lavender', 'cacao']",cacao,"It smells like a chocolate shop next to a barbershop — slightly spicy, soapy lavender cut through with dark cocoa powder."
12190,"['cherry', 'strawberry', 'pineapple', 'mandarin orange', 'popcorn', 'caramel', 'rose', 'jasmine', 'violet', 'patchouli', 'musk', 'amber']",sweet,"It smells like sugared fruit candy and buttery caramel, with sweet flowers and a warm, slightly earthy base underneath."
11885,"['bergamot', 'pink pepper', 'black pepper', 'rose', 'water jasmine', 'green tea', 'oakmoss', 'patchouli', 'musk']",mossy,"It smells like a botanical garden at dawn — dewy petals and crushed leaves underfoot, with a sharp bite of cracked peppercorns lingering in the cool morning air."
5072,"['ylang-ylang', 'lotus petals', 'iris', 'osmanthus', 'jasmine sambac', 'violet leaf', 'musk', 'white suede', 'amber', 'cedar']",musky,"It smells like a florist's cooler at dawn — dewy petals with a soft, powdery undertone and the faint scent of clean suede gloves left on a wooden table."
1922,"['cacao', 'olibanum', 'bergamot', 'nutmeg', 'jasmine', 'anise', 'benzoin', 'madagascar pepper', 'labdanum', 'tobacco', 'cedar', 'haitian vetiver']",cacao,"It smells like a tobacco shop next to a spice market — dark chocolate dusted with black pepper, sweet licorice mixing with church incense, and woody shelves holding dried jasmine bundles."
6255,"['lemon', 'green notes', 'bergamot', 'mandarin orange', 'pineapple', 'cardamom', 'papaya', 'lily-of-the-valley', 'jasmine', 'violet', 'rose', 'nutmeg', 'orris root', 'freesia', 'green accord', 'musk', 'cedar', 'sandalwood', 'oakmoss', 'green tea', 'amber']",citrus,"It smells like fresh citrus and tropical fruit at first, then white flowers and violet powder, settling into clean wood and soft musk."
10215,"['apple', 'peach', 'grapefruit', 'magnolia', 'floral notes', 'lily', 'white chocolate truffle', 'cacao', 'australian sandalwood', 'woody notes', 'musk']",cacao,"It smells like a fruit stand next to a flower shop, with the creamy sweetness of white chocolate melting in the back corner."
19942,"['grapefruit', 'bergamot', 'citron', 'lemon', 'fig nectar', 'jasmine', 'pink pepper', 'fig tree', 'cedar', 'benzoin']",citrus,"It smells like sitting under a fig tree in late summer, with citrus peel scattered on sun-warmed wood and a hint of white flowers drifting from a nearby garden."
11790,"['west indian bay', 'pink pepper', 'bergamot', 'heliotrope', 'almond', 'jasmine', 'vanilla', 'tonka bean', 'sandalwood', 'patchouli']",vanilla,"It smells like marzipan cookies cooling next to a jasmine plant, with a hint of spiced wood and something faintly powdery in the background."
17517,"['vanilla orchid', 'jasmine', 'brown sugar', 'tonka bean', 'amber', 'amberwood', 'musk', 'patchouli']",sweet,"It smells like warm vanilla and caramel mixed with white flowers, then settles into something woody, slightly earthy, and sweetly powdery."
15770,"['galbanum', 'ginger', 'clary sage', 'rose petals', 'mimosa absolute', 'tuberose', 'lily-of-the-valley', 'heliotrope', 'jasmine', 'mineral notes', 'oakmoss', 'hinoki wood', 'musk']",mineral,"It smells like green crushed stems and white flowers — clean and slightly soapy, with a powdery-sweet edge and dry, mossy wood underneath."
2134,"['ginger', 'bergamot', 'lavender', 'cotton flower', 'vanilla', 'amberwood']",lavender,"It smells like fresh lavender and citrus peel at first, then warm cotton fabric with a sweet vanilla-amber base that feels soft and slightly spicy."
9224,"['mango', 'spices', 'mandarin orange', 'coconut', 'jasmine', 'rose', 'sandalwood', 'amber', 'musk', 'patchouli']",tropical,"It smells like a fruit stand in a spice market — ripe mango and mandarin mingling with jasmine incense, then drying down to powdery sandalwood and something slightly earthy."
1558,"['lime', 'green notes', 'watery notes', 'licorice', 'guaiac wood']",soft spicy,"It smells like a greenhouse after rain — wet leaves and earth mixed with that sharp, herbal smell of black jelly beans and pencil-case erasers."
3255,"['aldehydes', 'ylang-ylang', 'neroli', 'bergamot', 'lemon', 'iris', 'jasmine', 'rose', 'orris root', 'lily-of-the-valley', 'civet', 'musk', 'sandalwood', 'amber', 'moss', 'vanilla', 'vetiver', 'patchouli']",powdery,"It smells like the powdery air inside your grandmother's jewelry box mixed with white flowers from a formal garden and something faintly animalic, like old fur collars stored in cedar."
11670,"['mineral notes', 'carrot seeds', 'coriander', 'tobacco', 'flint', 'ozonic notes', 'earthy notes', 'benzoin', 'black musk']",tobacco,"It smells like wet gravel after rain, mixed with crushed roots and the dusty sweetness of an old tobacco pouch left in a basement corner."
13807,"['bergamot', 'orange', 'green notes', 'iris', 'patchouli', 'vetiver', 'rose', 'jasmine', 'vanille', 'caramel', 'tonka bean', 'musk']",vanilla,"It smells like citrus peel and fresh-cut grass at first, then powdery iris and roses, settling into sweet vanilla-caramel with earthy undertones."
13806,"['ylang-ylang', 'peach', 'bergamot', 'green notes', 'lemon', 'iris', 'jasmine', 'narcissus', 'orris root', 'rose', 'violet', 'sandalwood', 'vanilla', 'iris', 'amber', 'tonka bean', 'musk']",powdery,"It smells like a florist's cooler mixed with overripe peaches, where powdery makeup compacts sit next to creamy flowers and pale wood shavings."
12274,"['fruity notes', 'yuzu', 'amalfi lemon', 'jasmine', 'african orange flower', 'lotus', 'vanille', 'sandalwood', 'patchouli', 'virginia cedar']",citrus,"It smells like a citrus grove at sunrise — sticky orange blossoms overhead, sweet fruit on the ground, with weathered wooden crates stacked nearby."
18566,"['mandarin orange', 'nashi pear', 'pink pepper', 'coffee', 'almond', 'orange blossom', 'jasmine', 'amber', 'vanilla', 'patchouli', 'cedar']",coffee,"It smells like a café near a flower market — sweet almond pastries and espresso mingling with white florals, then drying down to woody vanilla warmth."
14731,"['labdanum', 'rose', 'patchouli', 'saffron', 'agarwood (oud)', 'sandalwood', 'cedar']",oud,"It smells like a dusty antique shop in Morocco — dark wooden furniture mixed with dried roses, incense smoke, and the faint metallic tang of expensive spices."
16490,"['lime', 'bergamot', 'rose', 'angelica', 'ginger', 'orange blossom', 'saffron', 'nutmeg', 'galbanum', 'musk', 'incense', 'pine tree', 'sandalwood', 'vanilla']",rose,"It smells like a spice market at dawn — citrus peels scattered on wooden tables, rose petals crushed with ginger root, and smoke from sandalwood incense drifting through pine-shaded stalls."
21120,"['cardamom', 'nutmeg', 'saffron', 'mandarin orange', 'neroli', 'kulfi', 'rose', 'mastic or lentisque', 'orange blossom', 'jasmine', 'vanilla', 'amber', 'woody notes', 'sandalwood']",warm spicy,"It smells like a creamy Indian dessert cart parked next to a spice market, where orange blossoms have fallen into sweet milk and someone's grinding resinous tree bark nearby."
20508,"['saffron', 'bitter orange', 'leather', 'smoke', 'incense', 'agarwood (oud)']",smoky,"It smells like the interior of an old leather briefcase left open in a spice merchant's shop, where orange peel has been drying near smoldering temple coals."
5914,"['sesame', 'bitter almond', 'ceylon cinnamon', 'peanut', 'orris root', 'coffee', 'praline', 'haitian vetiver', 'java vetiver oil']",nutty,"It smells like roasted nuts and coffee with a dusty, earthy bitterness — sweet praline lingers underneath, cut through by dry spice and something faintly powdery."
2624,"['aldehydes', 'ylang-ylang', 'neroli', 'bergamot', 'peach', 'iris', 'jasmine', 'rose', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'oakmoss', 'vetiver', 'patchouli']",woody,"It smells like soapy aldehydes, waxy flowers, and powdered iris at first, then settles into creamy vanilla and dusty oakmoss with earthy undertones."
7866,"['lavender', 'mint', 'syringa', 'cacao pod', 'cedar', 'myrrh', 'wheat']",cacao,"It smells like a wooden spice drawer left open in a garden shed, where dried herbs meet the faint sweetness of grain and tree sap."
15019,"['amaretto', 'bitter almond', 'gardenia', 'neroli', 'cedar', 'iris', 'musk', 'jasmine', 'rose', 'vetiver', 'patchouli', 'benzoin', 'amber', 'cedar', 'dark chocolate', 'caramel']",almond,"It smells like a pastry shop next to a flower market — sweet marzipan and dark chocolate mixing with white blooms, then drying down to woody incense and resinous sweetness."
16676,"['aldehydes', 'bulgarian rose', 'jasmine', 'amber', 'musk', 'vanilla']",aldehydic,"It smells like powdery rose petals and white flowers, backed by warm vanilla and something soft and skin-like."
4159,"['raspberry', 'orange', 'bergamot', 'fig leaf', 'cotton candy', 'licorice', 'strawberry', 'red berries', 'lily-of-the-valley', 'caramel', 'vanilla', 'musk', 'tonka bean', 'sandalwood']",sweet,"It smells like a candy store next to a florist shop — sweet berry syrup mingles with green stems and creamy wood, creating something oddly nostalgic yet unfamiliar."
20198,"['mandarin orange', 'mint', 'cypress', 'sage', 'pepper', 'tonka bean', 'musk', 'sandalwood', 'cedar']",aromatic,"It smells like crushed herbs in a wooden sauna — sharp mint and citrus cut through warm, slightly dusty cedarwood, with a creamy sweetness lingering at the edges."
19807,"['bergamot', 'coconut', 'tonka bean']",coconut,"It smells like sunscreen mixed with vanilla extract, the way a beach towel smells after you've been lying on it all afternoon."
13892,"['rice', 'anise', 'bourbon pepper', 'coffee', 'orange blossom', 'coriander', 'peony', 'vanilla', 'milk', 'caramel', 'sandalwood', 'white musk']",lactonic,"It smells like a milky latte with caramelized sugar and a hint of star anise, sitting on a wooden table next to orange blossoms."
16801,"['bergamot', 'lemon', 'mandarin orange', 'orange blossom', 'white nerium oleander', 'fig leaf', 'cypress', 'red cedar', 'juniper', 'pistachio', 'musk']",aromatic,"It smells like citrus peel and green leaves at first, then dry wood and something faintly nutty, with a soft powdery finish."
16173,"['green tea', 'tuberose', 'ambergris', 'tobacco', 'agarwood (oud)', 'vanilla']",tuberose,"It smells like a smoky tea room where white flowers sit next to worn leather chairs, with something sweet and salty lingering in the air."
11644,"['peach', 'bergamot', 'orange', 'lemon', 'bulgarian rose', 'iris flower', 'jasmine', 'white flowers', 'oakmoss', 'patchouli', 'vetiver', 'musk', 'ambroxan', 'benzoin', 'vanilla']",earthy,"It smells like a ripe peach rolled in powdery cosmetics, sitting next to a bouquet of garden roses in a room with old wooden furniture and incense burning."
15960,"['red berries', 'violet', 'iris', 'african orange flower', 'tonka bean', 'sandalwood', 'woodsy notes']",violet,"It smells like violet pastilles crushed into powdery sandalwood, with a berry-stained sweetness that fades into something woody and slightly bitter."
11817,"['jasmine sambac', 'cashmeran', 'amber']",white floral,"It smells like night-blooming jasmine next to an old wooden desk drawer, with something sticky and golden coating the back of your throat."
437,"['davana', 'coffee', 'tonka bean', 'agarwood (oud)', 'sandalwood', 'labdanum']",oud,"It smells like dark coffee and resinous wood, sweetened with vanilla-like tonka and backed by something dense, sticky, and faintly medicinal."
17122,"['pink pepper', 'bergamot', 'jasmine', 'leather', 'oak moss', 'patchouli']",leather,"It smells like a leather jacket draped over a chair in a botanical conservatory — spicy, slightly floral, with the earthy scent of moss creeping underneath."
5553,"['almond milk', 'bergamot', 'pink pepper', 'heliotrope', 'jasmine sambac', 'carnation', 'sandalwood', 'cashmere wood', 'benzoin']",almond,"It smells like powdered sugar dusted over warm almond pastries, with a subtle peppery bite and the creamy sweetness of vanilla pudding left in a wooden bowl."
17756,"['mint', 'galbanum', 'orange blossom', 'ivy', 'vetiver', 'moss', 'woody notes', 'myrrh', 'patchouli']",green,"It smells like crushing herbs in a shaded garden — cool mint and bitter greenery, then honeyed orange blossoms drifting over damp tree bark and earthy incense."
6524,"['pink pepper', 'mandarin orange', 'bergamot', 'cotton candy', 'gardenia', 'flowers', 'pelargonium', 'rose', 'vanilla', 'musk', 'sandalwood', 'caramel', 'violet', 'patchouli']",sweet,"It smells like a carnival at dusk — spun sugar and citrus mixing with heavy blooms, then drying down to powdered violet and woody sweetness that clings to fabric."
5054,"['thyme', 'rose petals', 'ylang-ylang', 'cumin', 'labdanum', 'sweat', 'animal notes', 'sandalwood']",animalic,"It smells like dried roses and herbs with a heavy, skin-like warmth — slightly sweaty and animalic, grounded by smooth wood and dark resin."
1216,"['musk', 'lime (linden) blossom', 'citruses', 'castoreum', 'iris', 'vanila', 'musk', 'ash', 'cedar', 'amber']",smoky,"It smells like powdery iris and soft musk, with bright citrus at the top and a warm, slightly smoky wood base."
1869,"['coriander', 'bergamot', 'iris', 'ambrette (musk mallow)', 'patchouli', 'tonka bean']",iris,"It smells like the quiet corner of a fabric store where velvet curtains hang next to wooden shelves, with a faint trace of something buttery and slightly soapy drifting through."
6448,"['water lily', 'apricot', 'apple', 'mandarin orange', 'dark chocolate', 'guava', 'tiare flower', 'tuberose', 'vanilla', 'amber', 'woodsy notes']",fruity,"It smells like biting into a ripe apricot while standing in a humid tropical garden, with creamy white flowers blooming overhead and dark cocoa powder lingering in the air."
12183,"['aldehydes', 'ylang-ylang', 'neroli', 'amalfi lemon', 'bergamot', 'iris', 'jasmine', 'rose', 'orris root', 'lily-of-the-valley', 'civetta', 'musk', 'sandalwood', 'oak moss', 'vetiver', 'amber', 'vanille', 'patchouli']",woody,"It smells like the air inside a vintage powder compact mixed with white flowers and old wooden drawers, finishing with something slightly animalic and musky that clings to your clothes."
14220,"['grapefruit', 'pineapple', 'bergamot', 'orange', 'rose', 'freesia', 'red apple', 'lotus', 'hyacinth', 'gardenia', 'lily-of-the-valley', 'violet', 'orris', 'patchouli', 'cedar', 'musk', 'amber', 'incense', 'pine']",citrus,"It smells like bright citrus and tropical fruit at first, then a bouquet of soapy white flowers, finishing with woody incense and powdery musk."
3072,"['vanillin', 'cedar', 'coconut', 'co2 extracts', 'vanilla absolute', 'sandalwood', 'ambretone']",coconut,"It smells like a wooden sauna filled with vanilla steam and coconut oil, leaving a soft powdery trail on your skin."
16573,"['lemon', 'bergamot', 'carambola (star fruit)', 'cardamom', 'brazilian rosewood', 'cedar', 'tarragon', 'sage', 'pepper', 'musk', 'woodsy notes', 'saffron', 'amber', 'sycamore']",citrus,"It smells like citrus peel and warm spices at first, then dry woods and herbs, with a soft resinous warmth underneath."
16666,"['milk chocolate', 'green apple', 'mandarin orange', 'dark chocolate', 'vanilla flower', 'sandalwood', 'white musk', 'praline']",chocolate,"It smells like a chocolate shop near an orchard — creamy sweetness meets tart fruit, then settles into something softer and woody."
3323,"['chamomile', 'acai berry', 'lavender', 'violet leaf', 'cumin', 'beeswax', 'marigold', 'nard himalayan (jatamansi)', 'anise', 'jasmine', 'hay', 'mushroom', 'oakmoss', 'olibanum', 'myrrh', 'tonka bean', 'vanilla']",herbal,"It smells like dried flowers and sweet vanilla, with earthy mushroom funk, church incense smoke, and a strange herbal-spice edge that's both medicinal and hay-like."
14260,"['wheat', 'pear', 'anise', 'clove', 'iris', 'rice', 'hazelnut', 'white musk', 'amber']",nutty,"It smells like toasted grain and powdered iris, with sweet pear juice, warm spices, and a soft musky-amber base."
10291,"['pink pepper', 'cloves', 'mandarin orange', 'tuberose', 'mango', 'ylang-ylang', 'rose', 'angelica', 'precious woods', 'resins', 'musk']",tuberose,"It smells like a florist's cooler filled with tropical flowers and overripe fruit, with someone grinding peppercorns nearby and incense burning in the back room."
6109,"['mandarin orange', 'pepper', 'ylang-ylang', 'magnolia', 'gardenia', 'iris', 'vanille', 'virginia cedar']",yellow floral,"It smells like the sweetness of orange peel meeting white flowers in full bloom, grounded by soft wood and a hint of something peppery that keeps it from being too sweet."
7972,"['calabrian bergamot', 'pepper', 'sichuan pepper', 'lavender', 'pink pepper', 'vetiver', 'patchouli', 'geranium', 'elemi', 'ambroxan', 'cedar', 'labdanum']",fresh spicy,"It smells like sharp citrus and cracked pepper at first, then lavender and herbs, with a dry woody base that's slightly resinous and earthy."
14087,"['grapefruit', 'neroli', 'mandarin orange', 'petitgrain', 'water notes', 'seaweed', 'rosemary', 'virginia cedar', 'amber']",aquatic,"It smells like standing on a sunlit dock after a swim — citrus rinds drying on warm wood, salty air, and aromatic herbs from a nearby garden."
14119,"['rose', 'clove', 'raspberry', 'black currant', 'cinnamon', 'patchouli', 'incense', 'sandalwood', 'musk', 'benzoin', 'amber']",warm spicy,"It smells like spiced rose petals and tart berries at first, then settles into warm incense, sweet resin, and creamy wood."
6354,"['sicilian orange', 'calabrian bergamot', 'sicilian lemon', 'fruits', 'white musk', 'madagascar vanilla', 'amber']",fruity,"It smells like the air inside an Italian citrus grove shop where wooden crates are stacked near vanilla-scented candles, sweet and bright with a slightly powdery warmth lingering in the background."
7671,"['lavender', 'green notes', 'bergamot', 'mint', 'juniper', 'mandarin orange', 'green grass', 'peach', 'jasmine', 'freesia', 'magnolia', 'orchid', 'musk', 'sandalwood', 'cedar', 'vanilla', 'amber', 'opoponax']",green,"It smells like a garden hose spraying over purple flowers and cut grass on a sunny morning, with a hint of sweet fruit and soft woods drying in the background."
13813,"['star anise', 'fennel', 'neroli', 'bergamot', 'frangipani', 'orchid', 'clove', 'tuberose', 'jasmine', 'vanilla', 'tonka bean', 'vetiver', 'amber']",soft spicy,"It smells like a florist's cooler mixed with the spice drawer your grandmother keeps by the stove, softened by something creamy and slightly burnt-sugar sweet."
14320,"['lavender', 'freesia', 'grapefruit', 'geranium', 'oak moss', 'amber', 'leather']",lavender,"It smells like a leather jacket worn in a botanical garden after rain, where citrus trees meet purple flowers and mossy stone walls."
18670,"['mango', 'chamomile', 'orange blossom', 'coconut', 'ylang ylang', 'amber', 'vanilla', 'siam benzoin', 'iris butter']",tropical,"It smells like a tropical vacation condensed into a bottle — ripe mango smoothie meets suntan lotion, with that sweet heaviness you get from hotel lobby flowers and powdery cosmetics."
13965,"['cherry', 'almond', 'pink pepper', 'cherry blossom', 'violet', 'magnolia', 'vanilla', 'tonka bean', 'sandalwood']",cherry,"It smells like maraschino cherries and marzipan at first, then shifts into powdery floral soap with a creamy, slightly spicy vanilla base."
19833,"['cardamom', 'pimento', 'caramel', 'salt', 'vanilla', 'tobacco', 'cashmeran']",caramel,"It smells like a spice cabinet left open in a bakery, where sweet burnt sugar meets the leathery warmth of an old tobacco pouch, all grounded by something softly musky and oddly comforting."
13724,"['rose', 'neroli', 'jasmine', 'artemisia', 'caramel', 'vanilla']",herbal,It smells like a florist's shop next to a bakery — white flowers drifting through the air while someone's making burnt sugar candy in the back room.
21117,"['neroli', 'black pepper', 'cardamom', 'carrot seeds', 'iris', 'violet', 'geranium', 'mate', 'amber', 'cedar', 'sandalwood', 'patchouli']",powdery,"It smells like powdery flowers and green tea, backed by warm wood and a peppery, slightly earthy bite."
6858,"['patchouli', 'birch', 'styrax', 'vanilla']",leather,"It smells like a leather jacket hung in a smoky bar, sweet and slightly burnt around the edges."
2791,"['chrysanthemum', 'narcissus', 'violet leaf', 'labdanum', 'carnation', 'ambergris', 'patchouli', 'moss', 'leather', 'musk']",mossy,"It smells like spicy carnation and earthy chrysanthemum over dark, mossy leather with a soft, slightly animalic warmth underneath."
18542,"['solar notes', 'lavender', 'litsea cubeba', 'coconut milk', 'water lily', 'benzoin', 'musk', 'amber', 'cedar']",coconut,"It smells like sunscreen mixed with clean laundry detergent, then someone adds warm coconut cream and a hint of pencil—wait, no—woody incense sticks left on a bathroom counter."
21704,"['star anise', 'bergamot', 'agarwood (oud)', 'vetiver', 'myrhh', 'iris']",anis,"It smells like a dusty incense shop next to a root cellar — sweet licorice mixed with bitter citrus peel, smoky wood, and powdery violet makeup compacts."
14456,"['apple', 'plum', 'lemon', 'bergamot', 'oakmoss', 'geranium', 'cinnamon', 'mahogany', 'carnation', 'vanilla', 'sandalwood', 'cedar', 'vetiver', 'olive tree']",woody,"It smells like spiced apples and citrus peel at first, then dry woods and moss, with a warm base of vanilla and cedar."
20561,"['rosemary', 'pink pepper', 'petitgrain', 'jasmine', 'neroli', 'orris root', 'ylang-ylang', 'sandalwood', 'vetiver', 'cedar', 'patchouli']",woody,"It smells like a botanical garden at dusk — herbal and slightly peppery at first, then soft white flowers emerge, settling into smooth, earthy woods with a powdery finish."
20846,"['blackberry', 'olibanum', 'orange', 'labdanum', 'coriander', 'tarragon', 'honey', 'guaiac wood', 'cinnamon', 'bay leaf', 'clove', 'rose', 'orchid', 'celery seeds', 'opoponax', 'agarwood (oud)', 'myrrh', 'patchouli', 'cedar', 'ambergris', 'musk', 'immortelle', 'oakmoss']",amber,"It smells like a spice cabinet tipped over in an old church, with something sticky-sweet and smoky underneath, like incense burning next to a jar of dark honey."
7804,"['watermelon', 'red currant', 'yuzu', 'lilac', 'may rose', 'stephanotis', 'white musk', 'cedar', 'sandalwood']",ozonic,It smells like a bouquet of white flowers left on a wooden table next to a bowl of sliced watermelon and tart berries.
10409,"['dark chocolate', 'jasmine', 'teak wood', 'cedar', 'chocolate', 'milk', 'vanilla', 'musk']",chocolate,"It smells like a chocolate bar melting on warm wooden furniture, with creamy vanilla and an unexpected hint of white flowers drifting through."
5987,"['kiwi', 'rhuburb', 'pink pepper', 'watermelon', 'cyclamen', 'jasmine', 'lemon tree', 'musk', 'sandalwood']",fruity,"It smells like a fruit stand next to a flower shop on a hot day — sweet watermelon and tart rhubarb mixing with something soapy and green, then drying down to smooth wood."
14627,"['orange', 'floral notes', 'violet', 'caramel', 'vanilla', 'moss']",caramel,"It smells like orange peel dipped in melted caramel, followed by the scent of violets crushed against old velvet and tree bark."
4756,"['coconut milk', 'bergamot', 'tyger lily', 'jasmine', 'freesia', 'mango', 'benzoin']",tropical,"It smells like a tropical hotel lobby at dawn — creamy coconut mixing with bright citrus and white flowers, undercut by soft resin and overripe fruit."
12426,"['blackberry', 'rum', 'saffron', 'leather', 'agarwood (oud)', 'clary sage', 'patchouli', 'musk']",leather,"It smells like a leather jacket someone wore to a dimly lit bar where spiced berry cocktails were being poured, with something slightly medicinal and woody lingering in the corners."
14479,"['cinnamon', 'agarwood (oud)', 'incense', 'saffron', 'nutmeg', 'green apple', 'white pear', 'patchouli', 'jasmine', 'tobacco', 'madagascar vanilla', 'amber', 'sandalwood', 'guaiac wood', 'white musk', 'haitian vetiver']",warm spicy,"It smells like a spice cabinet left open in an old wooden temple, with sweet fruit slowly caramelizing on smoldering tobacco leaves."
21250,"['fruity notes', 'orange', 'bergamot', 'malt', 'whiskey', 'patchouli', 'coffee', 'cedar', 'peat', 'vanilla', 'amber', 'musk']",fruity,"It smells like spilling whiskey on a wooden bar counter next to someone drinking sweetened coffee, with a faint orange peel garnish and smoky undertones from a nearby fireplace."
13514,"['pink pepper', 'pear', 'indonesian nutmeg', 'elemi', 'bergamot', 'rose', 'clove', 'magnolia', 'flax', 'cashmeran', 'haitian vetiver', 'sandalwood', 'sylkolide', 'amber']",rose,"It smells like a department store cosmetics counter mixed with spiced pear compote, finishing with the dry-woody scent of an attic full of old furniture and cardboard boxes."
19224,"['raspberry', 'saffron', 'thyme', 'olibanum', 'jasmine', 'leather', 'suede', 'woody notes', 'amber']",leather,"It smells like a worn leather jacket left in a Middle Eastern spice shop, where dried raspberries sit next to incense sticks and someone's crushing herbs nearby."
1954,"['aldehydes', 'ozonic notes', 'watery notes', 'ginger', 'green notes', 'floral notes', 'mint', 'pepper', 'musk', 'vetiver', 'incense']",fresh,"It smells like standing on a cold pier in the morning — wet stone, crushed mint leaves, and distant smoke drifting over the water."
9362,"['tea', 'bergamot', 'osmanthus', 'orchid', 'jasmine', 'rose', 'freesia', 'african orange flower', 'patchouli', 'musk', 'vanilla']",floral,"It smells like Earl Grey tea and sweet white flowers, then settles into something powdery-soft with warm vanilla and earthy undertones."
