embedding_id,all_notes,mainaccord1,target_description
15648,"['orange', 'mandarin orange', 'bergamot', 'orange blossom', 'turkish rose', 'jasmine', 'mimosa', 'ylang-ylang', 'patchouli', 'white musk', 'vanilla', 'vetiver', 'tonka bean', 'opoponax']",citrus,"It smells like bright citrus peel and orange blossoms at first, then creamy flowers with a warm, sweet vanilla-powder base that's slightly earthy."
167,"['aldehydes', 'grapefruit', 'freesia', 'jasmine', 'lily-of-the-valley', 'orange', 'orchid', 'musk', 'sandalwood']",aldehydic,"It smells like soapy florals and citrus peel at first, then settles into a creamy wood base with a clean, skin-like warmth."
16573,"['lemon', 'bergamot', 'carambola (star fruit)', 'cardamom', 'brazilian rosewood', 'cedar', 'tarragon', 'sage', 'pepper', 'musk', 'woodsy notes', 'saffron', 'amber', 'sycamore']",citrus,"It smells like citrus peel and warm spices at first, then dry woods and herbs, with a soft resinous warmth underneath."
16599,"['bergamot', 'lily', 'lilac', 'neroli', 'jasmine', 'cloves', 'cinnamon', 'oakmoss', 'civet', 'sandalwood', 'musk']",mossy,"It smells like white flowers and citrus peel with warm spices underneath, then settles into something mossy, woody, and faintly animalic."
20070,"['nutmeg', 'cinnamon', 'cardamom', 'grapefruit', 'lavender', 'licorice', 'sandalwood', 'amber', 'patchouli', 'haitian vetiver']",warm spicy,"It smells like warm baking spices and bitter citrus peel at first, then settles into dry, earthy wood with a faintly sweet, resinous undertone."
7972,"['calabrian bergamot', 'pepper', 'sichuan pepper', 'lavender', 'pink pepper', 'vetiver', 'patchouli', 'geranium', 'elemi', 'ambroxan', 'cedar', 'labdanum']",fresh spicy,"It smells like sharp citrus and cracked pepper at first, then lavender and herbs, with a dry woody base that's slightly resinous and earthy."
16801,"['bergamot', 'lemon', 'mandarin orange', 'orange blossom', 'white nerium oleander', 'fig leaf', 'cypress', 'red cedar', 'juniper', 'pistachio', 'musk']",aromatic,"It smells like citrus peel and green leaves at first, then dry wood and something faintly nutty, with a soft powdery finish."
4691,"['lavender', 'pink pepper', 'neroli', 'aldehydes', 'orris', 'petalia', 'blackberry leaf', 'orange blossom', 'musk', 'woodsy notes', 'vetiver', 'cedar', 'coumarin']",lavender,"It smells like soapy lavender and sharp pepper at first, then waxy orange blossoms and powdery iris, finishing with clean woods and something faintly sweet."
9246,"['melon', 'brandy', 'pear', 'mastic or lentisque', 'ginger', 'agave', 'salt', 'suede', 'clary sage', 'tonka bean', 'amber', 'vetiver']",aquatic,"It smells like boozy pear and melon with a salty, herbal edge, then dries down to soft suede and sweet vanilla warmth."
4055,"['mignonette', 'mandarin orange', 'sage', 'nectarine', 'blue hyacinth', 'peach blossom', 'rose hip', 'iris', 'red cyclamen', 'violet root', 'musk', 'sandalwood', 'cedar']",floral,"It smells like fresh citrus and fuzzy peach skin, then powdery flowers with a slightly earthy, rooty undertone, finishing with soft wood and clean musk."
14220,"['grapefruit', 'pineapple', 'bergamot', 'orange', 'rose', 'freesia', 'red apple', 'lotus', 'hyacinth', 'gardenia', 'lily-of-the-valley', 'violet', 'orris', 'patchouli', 'cedar', 'musk', 'amber', 'incense', 'pine']",citrus,"It smells like bright citrus and tropical fruit at first, then a bouquet of soapy white flowers, finishing with woody incense and powdery musk."
8271,"['peach', 'coconut', 'mango', 'bergamot', 'fruits', 'geranium', 'jasmine', 'floral notes', 'lily-of-the-valley', 'vanilla', 'amber', 'sandalwood', 'musk', 'patchouli', 'woodsy notes']",vanilla,"It smells like ripe peach and coconut cream with tropical fruit sweetness, then white flowers and vanilla, finishing with soft woods and powdery musk."
12341,"['bergamot', 'pepper', 'star anise', 'mint', 'ginger', 'sage', 'iris', 'boxwood', 'labdanum']",fresh spicy,"It smells like crushed mint and bitter herbs, with a dusty floral powder underneath and a dark, resinous warmth at the base."
11781,"['pear', 'jasmine', 'honey']",honey,"It smells like ripe pear and white flowers, sweetened with a thick drizzle of honey."
3139,"['ylang-ylang', 'rose', 'bergamot', 'orris root', 'jasmine', 'peru balsam']",balsamic,"It smells like sweet tropical flowers and rose petals, with a dusty powdered quality and a warm, vanilla-like resin underneath."
20216,"['aldehydes', 'african orange flower', 'bergamot', 'carnation', 'ylang-ylang', 'jasmine', 'rose', 'iris', 'sandalwood', 'vanille', 'amber']",aldehydic,"It smells like powdery flowers and soap with a warm, slightly sweet vanilla-amber base and a hint of woody dryness."
6255,"['lemon', 'green notes', 'bergamot', 'mandarin orange', 'pineapple', 'cardamom', 'papaya', 'lily-of-the-valley', 'jasmine', 'violet', 'rose', 'nutmeg', 'orris root', 'freesia', 'green accord', 'musk', 'cedar', 'sandalwood', 'oakmoss', 'green tea', 'amber']",citrus,"It smells like fresh citrus and tropical fruit at first, then white flowers and violet powder, settling into clean wood and soft musk."
8631,"['violet', 'pink grapefruit', 'bergamot', 'peony', 'iris', 'woodsy notes']",violet,"It smells like powdery violet petals and fresh pink grapefruit, with a soft floral heart and something quietly woody beneath."
3861,"['aldehydes', 'rose', 'pink pepper', 'peony', 'violet', 'african orange flower', 'musk', 'woodsy notes', 'sandalwood']",fresh,"It smells like soapy roses and soft powder, with a peppery bite that fades into clean musk and pale wood."
13364,"['allspice', 'haitian vetiver', 'tobacco']",tobacco,"It smells like warm spice cookies, earthy roots, and the sweet-dry scent of cured tobacco leaves."
19341,"['saffron', 'mandarin orange', 'bergamot', 'patchouli', 'ylang-ylang', 'hawthorn', 'jasmine', 'birch', 'styrax', 'orris root']",leather,"It smells like sharp citrus peel and something dry-floral, then smoky leather with a powdery, slightly bitter undertone."
3323,"['chamomile', 'acai berry', 'lavender', 'violet leaf', 'cumin', 'beeswax', 'marigold', 'nard himalayan (jatamansi)', 'anise', 'jasmine', 'hay', 'mushroom', 'oakmoss', 'olibanum', 'myrrh', 'tonka bean', 'vanilla']",herbal,"It smells like dried flowers and sweet vanilla, with earthy mushroom funk, church incense smoke, and a strange herbal-spice edge that's both medicinal and hay-like."
1523,"['coconut', 'ylang-ylang', 'peach', 'karo karounde', 'orange', 'jasmine', 'gardenia', 'violet', 'freesia', 'osmanthus', 'rose', 'vanilla', 'sandalwood', 'amber', 'musk']",vanilla,"It smells like sweet tropical flowers mixed with creamy coconut and vanilla, with soft peach and powdery warmth underneath."
13002,"['aldehydes', 'bergamot', 'bourbon geranium', 'ylang-ylang', 'tuberose', 'rose', 'jasmine', 'olibanum', 'iris', 'vanilla', 'vetiver', 'sandalwood', 'styrax', 'patchouli']",aldehydic,"It smells like soapy florals and face powder at first, then creamy white flowers with a resinous, slightly smoky vanilla base."
3446,"['mandarin orange', 'incense', 'bergamot', 'ylang-ylang', 'jasmine', 'iris', 'caramel', 'amber', 'musk', 'vetiver']",caramel,"It smells like sweet citrus peel and church incense at first, then creamy white flowers with powdered iris, finishing with warm caramel and smooth wood."
7053,"['pistachio', 'cotton candy', 'popcorn', 'walnut', 'hazelnut', 'violet']",nutty,"It smells like sugared nuts and buttery popcorn, with a soft powdery sweetness that's vaguely floral."
16224,"['black currant', 'red berries', 'cassia', 'bitter orange', 'mandarin orange', 'blackberry', 'peony', 'violet', 'freesia', 'jasmine', 'lily-of-the-valley', 'cedar', 'musk', 'heliotrope']",fruity,"It smells like dark berries and citrus peel at first, then a bouquet of purple and white flowers, with powdery musk and dry wood underneath."
437,"['davana', 'coffee', 'tonka bean', 'agarwood (oud)', 'sandalwood', 'labdanum']",oud,"It smells like dark coffee and resinous wood, sweetened with vanilla-like tonka and backed by something dense, sticky, and faintly medicinal."
14248,"['rum', 'osmanthus', 'leather', 'jasmine', 'rose', 'patchouli', 'vanille', 'amber', 'musk']",patchouli,"It smells like boozy sweetness and apricot-like flowers at first, then soft leather and dark roses, with a warm vanilla-amber base."
16567,"['thyme', 'tea', 'lily-of-the-valley', 'saffron', 'rose', 'suede', 'musk', 'sandalwood', 'olibanum', 'amber']",musky,"It smells like dried herbs and spiced tea at first, then soft roses and powdery suede, with a warm, resinous base that's slightly smoky and skin-like."
21206,"['clary sage', 'black currant', 'tobacco leaf', 'nutmeg', 'orris', 'tonka bean', 'oakmoss']",tobacco,"It smells like dried herbs and dark berries at first, then settles into dusty tobacco, warm spices, and something earthy-sweet like vanilla mixed with forest moss."
9944,"['grapefruit', 'narcissus', 'lily-of-the-valley', 'rose', 'mimosa', 'tuberose', 'leather', 'iris']",leather,"It smells like bright grapefruit and white flowers at first, then turns powdery and green, finishing with soft leather and something slightly dusty."
16051,"['hiacynth', 'galbanum', 'iris', 'bergamot', 'lemon', 'tuberose', 'aldehydes', 'jasmine', 'ylang-ylang', 'cloves', 'orris root', 'violet', 'spicy notes', 'rose', 'oakmoss', 'vetiver', 'sandalwood', 'musk', 'resins', 'amber', 'patchouli']",green,"It smells like soapy white flowers and fresh-cut stems, then powdery iris and rose, finishing with earthy moss and warm resins."
16013,"['black violet', 'saffron', 'honey', 'lavender', 'tonka bean', 'cedar', 'patchouli']",violet,"It smells like dried lavender and sweet honey at first, then warm spices and woody resins, with a powdery, slightly earthy finish."
20806,"['black currant', 'caraway', 'coriander', 'jasmine', 'lily-of-the-valley', 'oakmoss', 'sandalwood', 'musk']",mossy,"It smells like tart berries and white flowers with a earthy, mossy base and soft woody undertones."
8272,"['aldehydes', 'lime peel', 'bitter orange', 'coriander leaf', 'jasmine', 'pitosporum', 'metallic notes', 'musk', 'amber', 'cashmere wood']",metallic,"It smells like sharp citrus peels and soapy aldehydes at first, then white flowers with a metallic edge, settling into soft musky wood with a powdery warmth."
9669,"['green notes', 'bulgarian rose', 'saffron', 'patchouli', 'cedar', 'tobacco', 'musk', 'vanilla']",tobacco,"It smells like sharp grass and rose petals at first, then settles into earthy wood, cigarette-sweetened tobacco, and soft vanilla."
15039,"['caraway', 'cinnamon', 'pink nerium oleander', 'damask rose', 'tea', 'geranium', 'jasmine', 'agarwood (oud)', 'olibanum', 'patchouli', 'amber', 'sandalowood', 'guaiac wood', 'vanilla', 'orris root', 'musk']",fresh spicy,"It smells like spiced tea and rose petals at first, then warm resinous wood and powder, with a sweet musky base underneath."
12822,"['italian lemon', 'turkish rose', 'vanilla', 'white musk', 'cedar']",rose,"It smells like sharp lemon peel and sweet rose petals at first, then softens into vanilla cream with a clean, woody background."
9365,"['aldehydes', 'green notes', 'honeysuckle', 'bergamot', 'peach', 'lemon', 'rose', 'iris', 'geranium', 'ylang-ylang', 'lily-of-the-valley', 'jasmine', 'magnolia', 'gardenia', 'oakmoss', 'tahitian vetiver', 'musk', 'sandalwood', 'tonka bean', 'amber']",aldehydic,"It smells like soapy white flowers and sweet fruit at first, then settles into powdery rose with a warm, slightly mossy base."
18751,"['tobacco leaf', 'bergamot', 'amber', 'birch', 'leather', 'vanilla', 'sandalwood', 'guaiac wood', 'cedar', 'musk']",tobacco,"It smells like sweet tobacco and worn leather, with a smoky-woody backbone and soft vanilla warmth cutting through the darker edges."
17910,"['chestnut', 'hazelnut', 'green mandarin', 'honey', 'cinnamon leaf', 'jasmine sambac', 'tobacco', 'leather', 'peru balsam', 'labdanum', 'siam benzoin', 'orcanox\x99', 'cypriol oil or nagarmotha']",nutty,"It smells like roasted nuts and honeyed tobacco, with sweet resin, worn leather, and a dusty, earthy base that's slightly medicinal."
14383,"['vanilla', 'vanilla orchid', 'cacao pod', 'rum']",cacao,"It smells like sweet vanilla extract, dark chocolate shavings, and the boozy warmth of aged rum."
15432,"['african orange flower', 'neroli', 'orange', 'mandarin orange', 'iris', 'galbanum', 'mastic or lentisque', 'incense', 'virginia cedar', 'benzoin', 'vetiver']",iris,"It smells like fresh orange peel and white flowers at first, then green resin and incense smoke, with a dry woody base that's slightly powdery and earthy."
17730,"['orange', 'bergamot', 'grapefruit', 'litchi', 'rose', 'italian jasmine', 'patchouli', 'tahitian vetiver', 'bourbon vanilla', 'white musk']",citrus,"It smells like bright citrus peel and lychee syrup at first, then creamy florals with rose and jasmine, settling into soft vanilla and clean musk with earthy undertones."
11542,"['bitter orange', 'red currant', 'pink pepper', 'green tea', 'peony', 'jasmine', 'violet', 'cedar', 'musk', 'oakmoss', 'amber']",citrus,"It smells like tart citrus and berries at first, then fresh florals with a peppery bite, settling into soft wood and something clean-musky underneath."
9659,"['leather', 'tobacco', 'cardamom', 'labdanum', 'singapore patchouli', 'violet leaves', 'jasmine sambac', 'musk', 'cambodian oud', 'indian oud', 'ambergris', 'oakmoss']",animalic,"It smells like dark leather and tobacco with a spicy-green edge, then deep woods and smoky incense, finishing with something ancient and slightly animalic."
18224,"['cherry', 'pink pepper', 'cardamom', 'pomelo', 'bergamot', 'mandarin orange', 'black pepper', 'blackberry', 'apricot', 'lotus', 'cacao', 'musk', 'sandalowood', 'amber']",cacao,"It smells like tart cherry and blackberry with a peppery bite, candied citrus peel, and a warm base of cocoa powder and soft wood."
3042,"['cherry', 'spices', 'coffee', 'white tobacco', 'patchouli', 'atlas cedar', 'rose', 'tonka bean', 'amber', 'musk']",cherry,"It smells like dark cherry and coffee with warm spices, then dry tobacco leaves, earthy patchouli, and a creamy-sweet base of tonka and amber."
4968,"['sicilian lemon', 'jasmine', 'orange', 'black cherry', 'heliotrope', 'amber', 'woody notes']",cherry,"It smells like bright citrus and cherry candy at first, then creamy white flowers with a warm, slightly powdery sweetness and soft wood underneath."
17959,"['apple', 'smoke', 'cinnamon', 'tobacco', 'moss', 'bourbon vanilla', 'orcanox\x99']",tobacco,"It smells like baked apples dusted with cinnamon, woodsmoke, and sweet tobacco, with a mossy, bourbon-spiked warmth underneath."
11096,"['clover', 'violet leaf', 'green mandarin', 'tuberose', 'mimosa', 'jasmine sambac', 'tonka bean', 'amber', 'bourbon vanilla']",tuberose,"It smells like fresh-cut grass and green citrus peel at first, then creamy white flowers take over, settling into warm vanilla and sweet resin."
3600,"['sea water', 'lilac', 'jasmine', 'rose', 'fenugreek', 'patchouli', 'musk', 'tonka bean', 'vanilla']",marine,"It smells like salty air and white flowers at first, then sweet vanilla and earthy patchouli, with a warm musky finish."
10357,"['absinthe', 'boysenberry', 'coffee', 'jasmine sambac', 'orange blossom', 'vanilla', 'licorice', 'sandalwood']",coffee,"It smells like strong black coffee and licorice, softened by sweet berries and creamy vanilla, with white flowers adding a heady sweetness."
16835,"['lavender', 'bergamot', 'cappuccino', 'raspberry', 'jasmine', 'virginia cedar', 'lily-of-the-valley', 'vanille', 'amber', 'sandalwood', 'patchouli']",coffee,"It smells like sweet coffee and vanilla with lavender soap, tart berries, and a warm woody base that's slightly earthy and resinous."
15380,"['bergamot', 'citruses', 'jasmine', 'rose', 'peach', 'ylang-ylang', 'jasmine', 'rose', 'lilac', 'oakmoss', 'spices', 'cinnamon', 'vetiver', 'amber']",mossy,"It smells like sweet flowers and candied peach at first, then warm spices and cinnamon, with a base of damp moss and resinous wood."
3524,"['apple', 'cassis', 'pineapple', 'cacao', 'iris', 'egyptian jasmine', 'patchouli', 'amber', 'vanilla', 'musk', 'sandalwood']",cacao,"It smells like dark chocolate and sweet tropical fruit at first, then powdery iris and jasmine, finishing with warm vanilla and woody amber."
11732,"['litchi', 'red currant', 'rose', 'vanilla', 'vetiver']",fruity,"It smells like sweet lychee and tart berries at first, then soft rose petals with creamy vanilla and earthy grass underneath."
20348,"['jasmine', 'cashmere wood', 'orris root', 'vanilla pod', 'white amber', 'myrrh', 'incense']",amber,"It smells like powdery jasmine and smooth vanilla, with dry incense smoke and a faintly medicinal woody undertone."
13449,"['neroli', 'bergamot', 'pink pepper', 'coriander', 'orange blossom', 'honeysuckle', 'jasmine', 'iris', 'rose', 'sugar', 'vanilla', 'caramel', 'musk', 'civet', 'labdanum']",sweet,"It smells like orange blossoms and white flowers drenched in caramel syrup, with a warm, slightly animalic sweetness underneath."
19832,"['artemisia', 'basil', 'tangerine', 'bergamot', 'amalfi lemon', 'white honey', 'rose', 'jasmine', 'peach', 'pepper', 'civetta', 'oak moss', 'leather', 'patchouli', 'woodsy notes', 'virginia cedar']",animalic,"It smells like bitter herbs and citrus peel at first, then creamy honey with soft flowers, finishing with worn leather and earthy moss."
5756,"['grapefruit', 'lavender', 'birch', 'woodsy notes']",lavender,"It smells like bitter grapefruit peel and soapy lavender at first, then turns into dry, smoky wood with a faintly leathery edge."
14515,"['mint', 'green apple', 'lemon', 'tonka bean', 'ambroxan', 'geranium', 'madagascar vanilla', 'virginian cedar', 'atlas cedar', 'vetiver', 'oakmoss']",vanilla,"It smells like crisp green apple and mint with a squeeze of lemon, then settles into smooth vanilla and dry woods with an earthy, mossy base."
13719,"['lemon', 'bergamot', 'jasmine', 'lily-of-the-valley', 'hazelnut', 'vanilla', 'amber', 'musk']",nutty,"It smells like bright citrus and white flowers at first, then settles into creamy vanilla and roasted nuts with a soft, warm base."
12505,"['iris', 'bulgarian rose', 'musk', 'tuberose', 'orange blossom', 'tonka bean', 'vanilla', 'white cedar extract', 'cedar', 'sandalwood', 'vetiver']",powdery,"It smells like powdery iris and creamy white flowers, backed by soft woods and a sweet vanilla-tonka warmth that feels almost skin-like."
20774,"['cinnamon', 'nutmeg', 'bergamot', 'dates', 'praline', 'tuberose', 'mahonial', 'vanilla', 'tonka bean', 'amberwood', 'myrrh', 'benzoin', 'akigalawood']",sweet,"It smells like warm spiced pastry with caramelized sugar, creamy vanilla, and a base of sweet resin and dry wood."
8989,"['sweet pea', 'mandarin orange', 'gardenia', 'orchid', 'musk', 'sandalwood', 'woodsy notes', 'vanilla']",floral,"It smells like sweet white flowers and citrus peel at first, then settles into creamy vanilla and soft wood with a clean, powdery finish."
19785,"['lemon', 'peach', 'ginger', 'mandarin orange', 'lavender', 'bergamot', 'pepper', 'cedar', 'patchouli', 'vetiver', 'brazilian rosewood', 'rose', 'jasmine', 'gardenia', 'freesia', 'anise', 'vanilla', 'tonka bean', 'sandalwood', 'coconut', 'amber', 'benzoin', 'musk', 'leather', 'oakmoss']",citrus,"It smells like citrus and peach at first, then creamy florals and vanilla, settling into warm woods with a leathery, mossy base."
6717,"['honey', 'cassis', 'neroli', 'orris', 'carnation', 'tuberose', 'rose', 'jasmine', 'moss', 'patchouli', 'amber', 'musk']",earthy,"It smells like sweet honey and dark berries mixed with heavy white flowers, then settles into something earthy and powdery with a warm, slightly animalic base."
12504,"['african orange flower', 'osmanthus', 'bergamot', 'musk', 'amber', 'vetiver', 'vanille', 'patchouli']",musky,"It smells like sweet orange blossoms and apricot-tinged flowers, grounded by earthy patchouli, soft amber, and a whisper of vanilla."
20586,"['spicy notes', 'osmanthus', 'saffron', 'citruses', 'rosemary', 'thyme', 'grapefruit', 'tobacco', 'guaiac wood', 'patchouli', 'vetiver', 'tonka bean', 'amber', 'musk']",tobacco,"It smells like bitter grapefruit and herbs at first, then warm tobacco and resinous wood, with a sweet-spicy base of amber and something faintly powdery."
14787,"['lavender', 'cinnamon', 'nutmeg', 'citruses', 'agarwood (oud)', 'violet', 'jasmine', 'patchouli leaf', 'rose', 'sea notes', 'leather', 'woody notes', 'white musk', 'amber', 'vetiver']",lavender,"It smells like spiced lavender and citrus at first, then warm leather and dark wood, with a soft musk and amber base underneath."
9362,"['tea', 'bergamot', 'osmanthus', 'orchid', 'jasmine', 'rose', 'freesia', 'african orange flower', 'patchouli', 'musk', 'vanilla']",floral,"It smells like Earl Grey tea and sweet white flowers, then settles into something powdery-soft with warm vanilla and earthy undertones."
14138,"['mandarin orange', 'red apple', 'bergamot', 'magnolia', 'iris', 'ylang-ylang', 'jasmine', 'white honey', 'vanille', 'amber', 'benzoin', 'musk']",floral,"It smells like citrus peel and crisp apple at first, then creamy white flowers with powdery iris, settling into warm vanilla and sweet resin with a soft musky base."
18345,"['aldehydes', 'bulgarian rose', 'ylang-ylang', 'jasmine', 'may rose', 'amber', 'liatris', 'vetiver']",aldehydic,"It smells like soapy flowers and powdered roses, with a warm, slightly woody sweetness underneath."
8457,"['artemisia', 'incense', 'lemon', 'leather', 'chamomile', 'apricot', 'iris', 'vanilla', 'amber', 'virginia cedar', 'musk']",herbal,"It smells like bitter herbs and church incense at first, then soft leather and powdery iris, finishing with sweet vanilla and warm amber."
1216,"['musk', 'lime (linden) blossom', 'citruses', 'castoreum', 'iris', 'vanila', 'musk', 'ash', 'cedar', 'amber']",smoky,"It smells like powdery iris and soft musk, with bright citrus at the top and a warm, slightly smoky wood base."
5914,"['sesame', 'bitter almond', 'ceylon cinnamon', 'peanut', 'orris root', 'coffee', 'praline', 'haitian vetiver', 'java vetiver oil']",nutty,"It smells like roasted nuts and coffee with a dusty, earthy bitterness — sweet praline lingers underneath, cut through by dry spice and something faintly powdery."
8058,"['black currant', 'bergamot', 'green notes', 'jasmine sambac', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'cedar']",vanilla,"It smells like tart berries and fresh citrus at first, then white flowers with a creamy sweetness, finishing with warm wood and something softly powdery."
5213,"['cherry', 'pink pepper', 'bergamot', 'violet', 'jasmine', 'freesia', 'tonka bean', 'amber', 'sandalwood', 'musk']",cherry,"It smells like sweet cherries and soft flowers with a warm, powdery base of vanilla and light wood."
17671,"['coffee', 'bergamot', 'lemon', 'coffee', 'sandalwood', 'lily-of-the-valley', 'cedar', 'amber', 'musk']",coffee,"It smells like fresh coffee grounds with a sharp citrus edge, then settles into soft wood and clean powdery florals with a warm, slightly sweet base."
2926,"['grapefruit', 'mandarin orange', 'black currant', 'orange blossom', 'jasmine', 'ylang-ylang', 'tuberose', 'lily-of-the-valley', 'pear', 'pink pepper', 'musk', 'sandalwood', 'cashmeran', 'orris']",white floral,"It smells like tart citrus peel and white flowers — creamy, slightly soapy, with a soft powdery base and a peppery bite."
7149,"['blood orange', 'mandarin orange', 'honey', 'gardenia', 'orange blossom', 'jasmine', 'peach', 'beeswax', 'caramel', 'patchouli', 'licorice']",honey,"It smells like candied oranges and white flowers, with a sticky-sweet base of honey, warm wax, and something faintly medicinal like black licorice."
10998,"['lavender', 'lemon', 'bergamot', 'rosemary', 'mint', 'lemon verbena', 'basil', 'artemisia', 'juniper', 'coriander', 'cinnamon', 'carnation', 'wormwood', 'angelica', 'jasmine', 'oakmoss', 'pine tree needles', 'leather', 'fir', 'sandalwood', 'vetiver', 'patchouli', 'cedar', 'amber', 'resins']",aromatic,"It smells like fresh herbs and citrus peel over dark, resinous wood — sharp and green at first, then increasingly smoky and leathery."
16188,"['amalfi lemon', 'tagetes', 'black currant', 'bergamot', 'african orange flower', 'violet', 'cyclamen', 'jasmine', 'vetiver', 'musk', 'amber', 'virginia cedar']",aromatic,"It smells like bright lemon and bergamot with a sharp green edge, then soft powdery flowers, finishing with dry wood and a warm musky base."
8578,"['lavender', 'lemon', 'caraway', 'basil', 'bergamot', 'clary sage', 'iris', 'star anise', 'vetiver', 'sandalwood', 'patchouli', 'cedar', 'juniper berries', 'cardamom', 'oakmoss', 'leather', 'amber', 'musk', 'tonka bean']",aromatic,"It smells like dried herbs and soap at first, then woody and slightly medicinal, with a warm, musky base that's faintly sweet and leathery."
19969,"['violet leaf', 'cedar', 'jasmine sambac', 'orris', 'leather', 'woody notes', 'tobacco']",leather,"It smells like soft leather and dry tobacco, with a powdery floral sweetness and clean, pencil-shaving wood underneath."
14543,"['grapefruit', 'mandarin orange', 'oak moss', 'juniper', 'patchouli', 'pepper', 'iris', 'carnation', 'syringa', 'rose', 'french labdanum', 'jasmine', 'lily-of-the-valley', 'ylang-ylang', 'musk', 'amber']",woody,"It smells like powdery flowers and citrus peel at first, then settles into something mossy, peppery, and resinous with a soft musky warmth."
2670,"['amalfi lemon', 'pear', 'bergamot', 'neroli', 'mimosa', 'freesia', 'water lily', 'african orange flower', 'musk', 'guaiac wood', 'amber']",citrus,"It smells like bright lemon and bergamot mixed with soft white florals, then settles into a warm, slightly powdery musk with woody undertones."
15933,"['aldehydes', 'lemon', 'neroli', 'mandarin orange', 'bergamot', 'orange', 'lime', 'ylang-ylang', 'jasmine', 'may rose', 'white musk', 'orris root', 'cedar', 'vanila']",citrus,"It smells like fresh citrus peels and soapy aldehydes at first, then creamy jasmine and rose, finishing with soft powder and clean musk."
21014,"['lavender', 'bergamot', 'sage', 'iris', 'cacao', 'amber', 'leather', 'vetiver', 'patchouli']",iris,"It smells like lavender soap and bitter chocolate, then worn leather and dry earth with a subtle herbal sharpness."
19344,"['black pepper', 'tobacco', 'pineapple', 'patchouli', 'coffee', 'iris', 'vanilla', 'amber', 'dry wood', 'benzoin', 'labdanum']",amber,"It smells like dark coffee and sweet resinous amber, with sharp black pepper cutting through vanilla and something earthy-green underneath."
16547,"['blackberry', 'bitter orange', 'neroli', 'bergamot', 'cherry', 'jasmine', 'orange blossom', 'gardenia', 'peony', 'vanilla', 'almond', 'sandalowood', 'amber', 'patchouli']",cherry,"It smells like crushed berries and orange peel at first, then creamy white flowers with almond sweetness, settling into soft amber and warm wood."
4544,"['bergamot', 'pink pepper', 'jasmine', 'rose', 'patchouli', 'tonka bean']",patchouli,"It smells like fresh citrus and soft florals at first, then settles into something warmer — earthy wood with a sweet, vanilla-like powder underneath."
18422,"['tobacco leaf', 'spicy notes', 'vanilla', 'cacao', 'tonka bean', 'tobacco blossom', 'dried fruits', 'woody notes']",vanilla,"It smells like sweet dried tobacco and dark chocolate, with warm vanilla and something faintly fruity and spiced."
2134,"['ginger', 'bergamot', 'lavender', 'cotton flower', 'vanilla', 'amberwood']",lavender,"It smells like fresh lavender and citrus peel at first, then warm cotton fabric with a sweet vanilla-amber base that feels soft and slightly spicy."
12190,"['cherry', 'strawberry', 'pineapple', 'mandarin orange', 'popcorn', 'caramel', 'rose', 'jasmine', 'violet', 'patchouli', 'musk', 'amber']",sweet,"It smells like sugared fruit candy and buttery caramel, with sweet flowers and a warm, slightly earthy base underneath."
11775,"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']",citrus,"It smells like juicy citrus and sweet berries at first, then creamy white flowers with a hint of spice, finishing with soft wood and vanilla warmth."
8916,"['almond', 'coffee', 'bergamot', 'lemon', 'tuberose', 'jasmine sambac', 'orange blossom', 'orris', 'bulgarian rose', 'tonka bean', 'cacao', 'vanilla', 'praline', 'sandalwood', 'musk', 'amber', 'cashmere wood', 'cinnamon', 'patchouli', 'cedar']",sweet,"It smells like bitter almond and coffee with sweet pastry cream, white flowers blooming in the background, and a warm base of powdered chocolate and soft woods."
7183,"['juniper berries', 'basil', 'artemisia', 'caraway', 'coriander', 'bergamot', 'pine tree needles', 'leather', 'chamomile', 'pepper', 'carnation', 'geranium', 'jasmine', 'rose', 'tobacco', 'oakmoss', 'patchouli', 'cedar', 'vetiver', 'musk', 'amber']",woody,"It smells like crushed herbs and gin botanicals at first, then shifts to spicy florals and tobacco, finishing with mossy woods and soft animal musk."
14810,"['cherry', 'pomegranate', 'pink pepper', 'lemon', 'grapefruit', 'apple', 'pear', 'litchi', 'blackberry', 'apricot', 'yogurt', 'ice', 'hazelnut', 'peony', 'lily-of-the-valley', 'jasmine', 'freesia', 'gardenia', 'plum blossom', 'mango', 'vanilla', 'amber', 'sandalwood', 'almond', 'musk', 'chestnut', 'chocolate', 'honey', 'nutella', 'cotton candy']",nutty,"It smells like sweet fruit salad drizzled with honey and vanilla cream, with white flowers and toasted nuts underneath."
20205,"['bergamot', 'black currant', 'apple', 'lemon', 'pink pepper', 'pineapple', 'patchouli', 'moroccan jasmine', 'birch', 'musk', 'oak moss', 'ambroxan', 'cedarwood']",fruity,"It smells like tart citrus and fresh pineapple at first, then smoky wood and earthy moss, with a clean musky base underneath."
15355,"['blackberry', 'mandarin leaf', 'silk tree blossom', 'jasmine', 'orange blossom', 'night blooming cereus', 'rose', 'vanilla', 'tonka bean', 'mysore sandalwood']",vanilla,"It smells like sweet white flowers and soft berries, with a creamy vanilla-wood base that feels warm and slightly powdery."
