embedding_id,all_notes,mainaccord1,target_description
6281,"['cassis', 'may rose', 'freesia', 'vanilla', 'patchouli', 'woody notes', 'ambroxan']",woody,"It smells like a florist's cooler mixed with blackcurrant jam, then someone opens a sandalwood box nearby."
17143,"['bergamot', 'amalfi lemon', 'mandarin orange', 'incense', 'leather', 'artemisia', 'sandalwood', 'patchouli', 'agarwood (oud)']",smoky,"It smells like a leather jacket hanging in a temple where incense burns over aged wood, with a hint of citrus zest caught in the seams."
1984,"['pear', 'mandarin orange', 'neroli', 'coca-cola', 'rhubarb', 'orange blossom', 'vanilla', 'amber', 'violet']",coca-cola,"It smells like fizzy soda mixed with candied pear and orange blossoms, settling into a powdery sweetness that lingers on your clothes."
18973,"['orange', 'sea notes', 'aldehydes', 'blood mandarin', 'pepper', 'neroli', 'cedar', 'vanilla', 'tonka bean', 'white musk', 'amber', 'vetiver', 'elemi resin']",citrus,"It smells like sun-warmed driftwood and orange peel scattered on a pier, with the faint sweetness of saltwater taffy lingering in the breeze."
18198,"['anise', 'bergamot', 'lemon', 'violet', 'mimosa', 'rose', 'freesia', 'carnation', 'iris', 'almond', 'vanilla', 'white musk', 'sandalwood', 'cedar']",powdery,"It smells like a powdery makeup compact opened near a bowl of sugared almonds, with violet pastilles scattered on a wooden dresser that's been polished with something slightly citrusy."
20764,"['angelica', 'pear', 'pink pepper', 'jasmine', 'caraway', 'vanilla', 'angelica', 'cedar']",musky,"It smells like biting into a soft pear while standing in a spice cabinet, with something faintly soapy and woody lingering in the background."
15984,"['sicilian lemon', 'black currant', 'bergamot', 'spicy notes', 'fruity notes', 'patchouli leaf', 'water jasmine', 'cedar', 'leather', 'sandalwood', 'vanilla', 'white musk', 'moss']",woody,"It smells like a leather jacket left in a garden shed overnight — slightly damp from moss, sweet from berries growing outside, with that woody-vanilla scent old cedar planks get."
19661,"['cherry', 'sour cherry', 'almond', 'rum', 'black pepper', 'bergamot', 'ink', 'red wine', 'myrrh', 'damask rose', 'cinnamon', 'mimosa', 'jasmine', 'lily-of-the-valley', 'tonka bean', 'musk', 'vanilla bean', 'benzoin', 'precious woods', 'amber', 'patchouli', 'agarwood (oud)']",cherry,"It smells like spilled red wine on old wooden church pews, mixed with the sticky-sweet scent of cherry liqueur chocolates and the dusty, resinous smell of antique furniture in your grandmother's parlor."
12228,"['rose', 'pepper', 'iris', 'powdery notes', 'patchouli', 'oakmoss', 'vetiver', 'orris root', 'cashmirwood']",woody,"It smells like the dusty velvet curtains in an old theater mixed with black pepper and damp stone, finishing with a bitter, earthy undertone."
6839,"['mineral notes', 'green pepper', 'artemisia', 'ozonic notes', 'gunpowder', 'oud', 'metallic notes', 'ambergris', 'cashmeran']",mineral,"It smells like wet stones after rain, cut green pepper stems, and the sharp metallic tang of a just-fired gun, settling into something smoky and faintly oceanic."
7441,"['saffron', 'jasmine', 'amberwood', 'ambergris', 'fir resin', 'cedar']",woody,"It smells like a spice drawer left open in a woodshop, where jasmine vines have crept through the window and someone's burning resinous incense in the corner."
5025,"['strawberry', 'raspberry', 'pear', 'orange', 'tangerine', 'calabrian bergamot', 'calone', 'peony', 'jasmine sambac', 'chinese jasmine', 'datura', 'orange blossom', 'indonesian patchouli leaf', 'patchouli', 'white musk', 'vanila', 'ambroxan', 'moss', 'cedar']",fruity,"It smells like a fruit stand next to a flower shop on a humid day, where sweet berries and citrus mix with jasmine blooms and something earthy-sweet like dried leaves in the corner."
10616,"['star anise', 'violet', 'ivy', 'licorice', 'cherry', 'iris', 'orris root', 'amaryllis', 'vanilla', 'praline', 'tonka bean', 'white musk', 'vetiver']",soft spicy,"It smells like black jelly beans mixed with powdered makeup and sugared almonds, grounded by something green and root-like that keeps the sweetness from floating away."
9974,"['cinnamon', 'incense', 'pear', 'agarwood (oud)', 'saffron', 'nutmeg', 'tobacco', 'leather', 'patchouli', 'jasmine', 'vetiver', 'vanilla', 'musk', 'guaiac wood', 'sandalwood', 'ambergris']",tobacco,"It smells like a spice market at closing time — sweet tobacco and worn leather mixed with church incense, while someone nearby is eating a ripe pear."
18670,"['mango', 'chamomile', 'orange blossom', 'coconut', 'ylang ylang', 'amber', 'vanilla', 'siam benzoin', 'iris butter']",tropical,"It smells like a tropical vacation condensed into a bottle — ripe mango smoothie meets suntan lotion, with that sweet heaviness you get from hotel lobby flowers and powdery cosmetics."
21116,"['cinnamon', 'honey', 'osmanthus', 'benzoin', 'ambergris', 'labdanum', 'artemisia', 'tonka bean', 'vanila', 'patchouli', 'musk']",amber,"It smells like a spiced pastry shop at dawn, where apricot-tinged flowers meet sticky honey drizzled over warm resinous wood, leaving a soft, slightly medicinal sweetness on your hands."
11280,"['cherry', 'green apple', 'bergamot', 'almond blossom', 'macadamia', 'mimosa', 'flower petals', 'jasmine', 'freesia', 'chestnut', 'amber', 'sandalowood', 'musk', 'woodsy notes']",nutty,"It smells like a bowl of raw almonds and macadamia nuts left beside a vase of white flowers, with something faintly honeyed and woody drifting through an open window."
4523,"['plum', 'saffron', 'iris', 'orris', 'jasmine sambac', 'bulgarian rose', 'vetiver', 'papyrus', 'liquidambar']",woody,"It smells like a powdery makeup compact opened near a bowl of dark plums, with something resinous and slightly medicinal lingering in the background."
3297,"['rhubarb leaf', 'bergamot', 'green notes', 'orange blossom', 'ylang-ylang', 'pear', 'bourbon vanilla', 'woody notes', 'amberwood', 'sandalwood', 'coumarin']",green,"It smells like biting into a slightly tart pear in a sunny greenhouse, where orange trees bloom nearby and sweet vanilla custard sits cooling on a wooden windowsill."
18369,"['sea water', 'melon', 'green notes', 'jasmine', 'sichuan pepper', 'cedar', 'musk']",marine,"It smells like watermelon rind left on a wooden dock by the ocean, with a hint of jasmine soap and something faintly peppery."
7804,"['watermelon', 'red currant', 'yuzu', 'lilac', 'may rose', 'stephanotis', 'white musk', 'cedar', 'sandalwood']",ozonic,It smells like a bouquet of white flowers left on a wooden table next to a bowl of sliced watermelon and tart berries.
15112,"['almond', 'lemon', 'virginia cedar', 'vanilla', 'musk']",almond,"It smells like marzipan cookies cooling on a wooden cutting board, with a hint of citrus zest and something soft that lingers on your sweater."
3072,"['vanillin', 'cedar', 'coconut', 'co2 extracts', 'vanilla absolute', 'sandalwood', 'ambretone']",coconut,"It smells like a wooden sauna filled with vanilla steam and coconut oil, leaving a soft powdery trail on your skin."
4063,"['ambrette (musk mallow)', 'jasmine', 'virginia cedar']",white floral,"It smells like a stack of cigar boxes left open in a garden where night-blooming flowers have just opened, with an almost powdery sweetness hovering over dry wood."
21250,"['fruity notes', 'orange', 'bergamot', 'malt', 'whiskey', 'patchouli', 'coffee', 'cedar', 'peat', 'vanilla', 'amber', 'musk']",fruity,"It smells like spilling whiskey on a wooden bar counter next to someone drinking sweetened coffee, with a faint orange peel garnish and smoky undertones from a nearby fireplace."
632,"['smoke', 'camphor', 'mimosa', 'anise', 'cedar', 'ambrette (musk mallow)', 'juniper']",anis,"It smells like a campfire at a botanical garden — medicinal eucalyptus smoke mixed with the honeyed sweetness of yellow mimosa flowers, finishing with black licorice and pencil-case wood."
8094,"['cucumber', 'mandarin orange', 'cassia', 'water hyacinth', 'carrot', 'white woods', 'sandalwood']",aquatic,"It smells like sliced cucumber and mandarin at a spa, with a hint of carrot juice and pale wood shavings from a carpenter's bench."
6573,"['ylang-ylang', 'violet', 'cedar', 'cloves']",violet,"It smells like a wooden jewelry box lined with violet-scented fabric, opened to reveal dried clove-studded oranges from last Christmas."
21579,"['iris', 'amber', 'patchouli', 'tonka bean', 'leather', 'sandalwood']",iris,"It smells like an old leather jacket draped over a wooden chair in a dusty library, with something sweet and powdery lingering in the air like vanilla cookies left on a shelf."
10948,"['rose', 'peach', 'musk', 'amber', 'patchouli', 'sandalwood']",musky,"It smells like overripe peaches left in a wooden drawer with dried roses, slightly dusty and sweet with an incense-like finish."
19348,"['ginger', 'bergamot', 'pink pepper', 'green notes', 'cardamom', 'black currant', 'turkish rose', 'vanilla', 'benzoin', 'sandalwood', 'cedar', 'patchouli', 'ambergris', 'musk']",warm spicy,"It smells like a spice market at dawn — gingery and peppery air mixed with rose petals someone crushed in their palm, then sweet resin smoke drifting over polished wood counters."
18175,"['aldehydes', 'ylang-ylang', 'neroli', 'jasmine', 'tincture of rose', 'vanille', 'sandalwood', 'vetyver']",woody,It smells like a bar of fancy hotel soap left on a sun-warmed windowsill next to a vase of wilting white flowers.
19948,"['aldehydes', 'neroli', 'bergamot', 'jasmine', 'rose', 'rosemary', 'iris', 'vanilla', 'amber', 'woody notes']",aldehydic,"It smells like the air inside an expensive department store — soapy and powdery, with a hint of lipstick and the faint sweetness of someone's perfume lingering on silk scarves."
4756,"['coconut milk', 'bergamot', 'tyger lily', 'jasmine', 'freesia', 'mango', 'benzoin']",tropical,"It smells like a tropical hotel lobby at dawn — creamy coconut mixing with bright citrus and white flowers, undercut by soft resin and overripe fruit."
20072,"['sea notes', 'aquozone', 'bergamot', 'green mandarin', 'rosemary', 'lavender', 'cypress', 'mastic or lentisque', 'mineral notes', 'musk', 'patchouli', 'amber']",marine,"It smells like standing on sun-warmed rocks by the Mediterranean, where salt spray mixes with wild herbs growing between stones and the faint sweetness of citrus groves drifting from inland."
12176,"['cucumber', 'lime', 'mint', 'bergamot', 'water notes', 'granny smith apple', 'lotus', 'rosemary', 'driftwood', 'rum', 'sandalwood', 'oak moss']",aquatic,"It smells like a mojito spilled on sun-bleached driftwood at the beach, with a crisp green apple rolling across weathered planks."
5599,"['truffle', 'blackberry', 'grapefruit', 'orchid', 'gardenia', 'lily-of-the-valley', 'mexican chocolate', 'incense', 'amber']",earthy,"It smells like dark chocolate truffles next to a bowl of tart berries, with white flowers blooming nearby and smoky incense drifting through from another room."
17756,"['mint', 'galbanum', 'orange blossom', 'ivy', 'vetiver', 'moss', 'woody notes', 'myrrh', 'patchouli']",green,"It smells like crushing herbs in a shaded garden — cool mint and bitter greenery, then honeyed orange blossoms drifting over damp tree bark and earthy incense."
19936,"['spices', 'rum', 'tobacco', 'leather', 'iris', 'tuberose', 'tonka bean', 'guaiac wood', 'benzoin']",warm spicy,"It smells like the leather interior of an old car that's been sitting in a cigar lounge, mixed with the sweetness of rum-soaked cake and something faintly powdery like makeup compacts."
21463,"['grapefruit', 'coriander', 'basil', 'cardamom', 'ginger', 'orange blossom', 'amber', 'tobacco', 'cedar']",warm spicy,"It smells like a spice cabinet left open near a bowl of citrus zest, with the slightly sweet, resinous scent of an old wooden humidor drifting through."
15720,"['litchi', 'pear', 'bergamot', 'turkish rose', 'agarwood (oud)', 'incense', 'vanilla', 'amber', 'woody notes']",rose,"It smells like a church service in a fruit market — sweet pears and roses meet the dark smoke of burning resin, with vanilla softening the sharp wooden edges."
14189,"['caraway', 'pine tree needles', 'honey', 'beeswax', 'jasmine', 'oakmoss', 'amber', 'vanilla', 'patchouli', 'musk']",honey,"It smells like a jar of honey left open in a pine forest, where sweet beeswax mingles with earthy moss and the faint sweetness of wildflowers blooming nearby."
4255,"['sea salt', 'mineral notes', 'citruses', 'jasmine', 'mastic or lentisque', 'coconut', 'pine tree', 'labdanum']",mineral,"It smells like standing on a rocky Mediterranean beach where pine trees meet the shore, mixing ocean spray with sun-warmed resin and a hint of jasmine drifting from nearby bushes."
12776,"['patchouli', 'pink pepper', 'peach', 'mandarin orange', 'bergamot', 'turkish rose', 'bulgarian rose', 'iris', 'jasmine', 'dried fruits', 'patchouli', 'vanilla', 'spices', 'sandalwood', 'vetiver', 'labdanum', 'lavender', 'amber']",woody,"It smells like a fruit stand next to a spice shop, where ripe peaches meet earthy patchouli and dried apricots, all dusted with pepper and wrapped in something sweet and resinous."
18566,"['mandarin orange', 'nashi pear', 'pink pepper', 'coffee', 'almond', 'orange blossom', 'jasmine', 'amber', 'vanilla', 'patchouli', 'cedar']",coffee,"It smells like a café near a flower market — sweet almond pastries and espresso mingling with white florals, then drying down to woody vanilla warmth."
14170,"['musk', 'flowers', 'cashmeran']",musky,"It smells like standing too close to someone wearing fabric softener while they arrange grocery store bouquet flowers, with a faint woody-plastic undertone like opening a new makeup compact."
9451,"['geranium', 'neroli', 'orange', 'patchouli', 'vanilla', 'sandalwood', 'musk']",patchouli,It smells like orange blossom tea spilled on a wooden table that's been polished with something faintly sweet and earthy.
1968,"['green notes', 'bergamot', 'pink pepper', 'watery notes', 'rain notes', 'turkish rose', 'jasmine', 'pine tree', 'moss', 'patchouli']",aquatic,"It smells like standing in a pine forest during a rainstorm, where wet earth and bark mix with the faint sweetness of crushed rose petals someone dropped on the trail."
9567,"['patchouli', 'pink pepper', 'pineapple', 'hiacynth', 'iris', 'lemon', 'jasmine', 'rose', 'patchouli', 'musk', 'vetiver', 'vanilla']",patchouli,"It smells like a fruit stand next to a flower shop — bright pineapple and lemon cutting through heavy jasmine and rose, all settling onto worn leather boots with a hint of something sweet and powdery."
21313,"['apple', 'lavender', 'bergamot', 'mandarin orange', 'geranium', 'violet', 'jasmine', 'vanilla', 'cardamom', 'sandalwood', 'pepper', 'guaiac wood', 'patchouli']",warm spicy,"It smells like a lavender sachet tucked into a drawer of old wooden furniture, with crushed violets and a hint of citrus peels dried on top."
17332,"['passion flower', 'pink pepper', 'bergamot', 'neroli', 'coffee', 'heliotrope', 'freesia', 'amber', 'musk', 'teak wood']",coffee,"It smells like a florist shop next door to a coffee roaster — bright citrus and peppery flowers hit first, then unexpected roasted beans wrapped in powdery sweetness and polished wood."
5588,"['raspberry', 'granny smith apple', 'lime', 'sweet notes', 'peony', 'magnolia', 'coca-cola']",coca-cola,"It smells like opening a can of Coca-Cola next to a fruit bowl, where tart green apples and raspberries sit beside white flowers blooming on a windowsill."
13539,"['mint', 'amber', 'vetiver', 'pepper', 'spicy notes', 'oakmoss', 'vanilla']",green,It smells like the cool blast of menthol mixed with woodsy dampness and black pepper cracked over something sweet and resinous — slightly medicinal but grounding.
19224,"['raspberry', 'saffron', 'thyme', 'olibanum', 'jasmine', 'leather', 'suede', 'woody notes', 'amber']",leather,"It smells like a worn leather jacket left in a Middle Eastern spice shop, where dried raspberries sit next to incense sticks and someone's crushing herbs nearby."
9742,"['coconut nectar', 'magnolia', 'white musk']",coconut,"It smells like sunscreen mixed with the sweet, almost creamy scent of magnolia flowers, leaving a clean, slightly powdery trail on your skin."
13185,"['lemon', 'sage', 'praline', 'cinnamon', 'tolu balsam', 'black cardamom', 'brazilian rosewood', 'patchouli', 'black amber']",sweet,"It smells like a bakery next to an incense shop — sugary almonds and cinnamon meet woody smoke, with something dark and resinous lingering like old church pews."
15074,"['grapefruit', 'bergamot', 'pink pepper', 'water notes', 'lavender', 'cardamom', 'white musk', 'white woods', 'cashmere wood', 'oakmoss']",citrus,"It smells like standing near a waterfall on a misty morning, where citrus trees grow beside soapy lavender bushes and pale, sun-bleached driftwood."
19690,"['pink pepper', 'elemi', 'bergamot', 'grapefruit', 'cinnamon', 'saffron', 'paprika', 'tobacco', 'leather', 'vetiver']",warm spicy,"It smells like the spice drawer in an old leather workshop — sharp citrus cutting through cinnamon heat, dried tobacco leaves, and something earthy like tree roots after rain."
11494,"['mirabelle', 'oakmoss', 'davana', 'sandalwood', 'musk']",mossy,"It smells like a wooden fruit crate left in an old attic — sweet plum skins meeting dusty beams, with something honeyed and slightly medicinal woven through the dry wood."
2801,"['sea notes', 'aldehydes', 'coriander', 'red pepper', 'juniper', 'iris', 'amyl salicylate', 'rose', 'seaweed', 'ambergris', 'cedar', 'amberwood']",marine,"It smells like standing on a weathered wooden dock at dawn — salty air mixed with crushed flower stems, a hint of gin-soaked juniper berries, and the mineral coolness of wet rocks drying in early light."
7064,"['passionfruit', 'citruses', 'milk']",lactonic,It smells like a tropical smoothie bar at dawn — tart passionfruit blended with orange juice and a splash of cream.
14320,"['lavender', 'freesia', 'grapefruit', 'geranium', 'oak moss', 'amber', 'leather']",lavender,"It smells like a leather jacket worn in a botanical garden after rain, where citrus trees meet purple flowers and mossy stone walls."
18388,"['salt', 'ozonic notes', 'watery notes', 'myrtle', 'bergamot', 'salt', 'sea notes', 'ylang-ylang', 'orange blossom', 'ambergris', 'algae', 'white musk', 'oakmoss', 'patchouli']",marine,"It smells like standing on wet rocks after a storm — briny air mixed with crushed herbs, a hint of tropical flowers drifting from somewhere inland, and that mineral scent of seaweed drying in the sun."
2861,"['coconut', 'fig', 'vanilla flower', 'coconut', 'milk', 'wheat', 'sugar', 'coconut milk', 'fig leaf', 'vanilla']",lactonic,"It smells like a bowl of sweetened cereal with coconut milk poured over it, sitting next to a just-cut fig on a summer morning."
15379,"['violet', 'wild strawberry', 'orange blossom', 'iris', 'vanilla', 'tonka bean', 'sandalwood']",violet,"It smells like powdered makeup compacts mixed with strawberry jam, finishing with the creamy sweetness of vanilla extract warmed on your skin."
554,"['passionfruit', 'peach', 'pear', 'raspberry', 'cassis', 'sand', 'lily-of-the-valley', 'musk', 'sandalwood', 'vanilla', 'patchouli', 'heliotrope']",fruity,"It smells like a fruit salad left on a wooden picnic table at the beach, where the sweetness mingles with sunscreen and warm sand."
14684,"['melon', 'watermelon', 'green apple', 'lemon', 'lime', 'lily-of-the-valley', 'patchouli', 'musk', 'sandalwood']",ozonic,"It smells like a fruit stand in summer rain — watermelon rinds and green apple skins getting soaked, then drying on sun-warmed wood."
6569,"['nectarine', 'pear', 'pink pepper', 'bergamot', 'taif rose', 'peach', 'violet', 'jasmine', 'musk', 'virginia cedar']",fruity,"It smells like a fruit stand in late summer — soft peaches and nectarines mingling with rose petals, then drying down to something powdery and slightly woody."
10679,"['ozonic notes', 'ice', 'juniper berry', 'pink pepper', 'saffron', 'labdanum', 'suede', 'moss', 'musk', 'sandalwood']",ozonic,"It smells like cold air hitting soft leather in a winter pine forest, with a sharp peppery bite and something resinous clinging to tree bark."
20238,"['cardamom', 'leather', 'jasmine sambac', 'amber', 'moss', 'patchouli']",leather,"It smells like a worn leather jacket left overnight in a spice market, where jasmine vines climb the walls and the air feels thick and earthy."
18542,"['solar notes', 'lavender', 'litsea cubeba', 'coconut milk', 'water lily', 'benzoin', 'musk', 'amber', 'cedar']",coconut,"It smells like sunscreen mixed with clean laundry detergent, then someone adds warm coconut cream and a hint of pencil—wait, no—woody incense sticks left on a bathroom counter."
8259,"['passionfruit', 'strelitzia', 'pink grapefruit', 'tiare flower', 'hibiscus', 'cyclamen', 'orange blossom', 'coconut', 'vanilla', 'musk', 'white amber', 'white woods']",tropical,"It smells like a tropical vacation — sunscreen mixing with fruit smoothies on a humid balcony, where flowering vines climb white-painted railings."
16100,"['coca-cola', 'rum', 'lime', 'black pepper', 'birch', 'davana', 'vanilla', 'white musk', 'amber']",coca-cola,"It smells like spilled rum and cola on a wooden bar top, with a squeeze of lime and a hint of something sweet and slightly smoky lingering in the air."
18377,"['star anise', 'rose', 'ginger', 'african orange flower', 'vanilla', 'amber']",anis,"It smells like a spice cabinet left open in a florist's shop — licorice-sweet at first, then unexpectedly soft and powdery, with something creamy rounding out the sharper edges."
17514,"['jasmine', 'caramel', 'salt', 'vanilla']",caramel,It smells like salted caramel dessert with white flowers blooming nearby — sweet and creamy with an unexpected floral twist.
9905,"['citruses', 'litchi', 'ivy', 'black currant', 'water lily', 'peony', 'rose', 'jasmine', 'raspberry', 'apricot', 'musk', 'sandalwood', 'amber']",fresh,"It smells like a fruit stand next to a flower shop on a humid day — sweet lychee and berries mixing with soapy florals and a powdery, slightly woody finish."
8293,"['cassia', 'lemon verbena', 'star anise', 'rose', 'peony', 'magnolia', 'taif rose', 'musk', 'vanilla', 'patchouli']",rose,"It smells like a floral tea shop where dried rose petals mix with licorice sticks and vanilla sugar, finishing with the earthy scent of old wooden shelves."
2016,"['cucumber', 'grapefruit', 'magnolia', 'green apple', 'lily-of-the-valley', 'tuberose', 'violet', 'rose', 'woodsy notes', 'sandalwood', 'amber']",green,"It smells like a wet garden hose spraying over white flowers in summer, with something smooth and slightly sweet lingering on your hands afterward."
17672,"['cacao', 'milk', 'liquor', 'cacao', 'jasmine', 'lily-of-the-valley', 'coumarin', 'musk', 'cedar']",cacao,"It smells like a chocolate bar left open near a bouquet of white flowers, with the faint scent of wooden cigar boxes in the background."
13768,"['lavender', 'clementine', 'cucumber', 'cardamom', 'pepper', 'basil', 'osmanthus', 'tobacco', 'amber', 'patchouli', 'woodsy notes', 'musk']",tobacco,"It smells like a spice market at dawn — herbaceous basil and cardamom cut through dewy cucumber, while dried tobacco leaves and earthy patchouli linger in the background like old wooden crates."
13126,"['mango', 'papaya', 'pineapple', 'lemon', 'peach', 'coconut', 'hibiscus', 'sandalwood']",tropical,It smells like a tropical smoothie stand near the beach — overripe fruit pulp blended with sunscreen and wooden furniture that's been baking in the sun.
18860,"['pepper', 'anise', 'bergamot', 'fruity notes', 'lavender', 'french labdanum', 'vanille', 'patchouli', 'vetyver']",fresh spicy,"It smells like a spice cabinet left open next to a herb garden, where black pepper mingles with licorice and something sweetly resinous, grounded by earthy, slightly smoky undertones."
16464,"['mandarin orange', 'orange', 'petitgrain', 'seaweed', 'lavender', 'cotton flower', 'virginia cedar', 'woodsy notes', 'patchouli', 'clary sage', 'amber']",citrus,It smells like sun-dried laundry hanging near the ocean — citrus and lavender mixing with salty air and weathered driftwood.
12048,"['musk', 'lily', 'ylang-ylang', 'galbanum', 'basil', 'musk', 'lily', 'jasmine', 'rose', 'musk', 'iris', 'jasmine', 'oakmoss', 'amber', 'vanilla', 'rose', 'vetiver', 'patchouli', 'peach']",musky,"It smells like a florist's back room where white flowers sit next to overripe peaches, with the earthy scent of potting soil and sweet vanilla syrup spilled on wooden shelves."
1749,"['sea notes', 'pepper', 'water lily', 'ylang-ylang', 'sandalwood', 'vanilla']",marine,It smells like standing on a wooden dock after rain — slightly salty air mixed with wet flowers and a hint of something sweet drifting from shore.
7985,"['pear', 'cardamom', 'pineapple', 'iris', 'lavender', 'geranium', 'leather', 'black vanilla husk', 'patchouli']",iris,"It smells like a leather jacket that's been hanging in a closet with dried flowers and overripe fruit, with something powdery and slightly smoky clinging to the fabric."
19217,"['cherry', 'pepper', 'incense', 'agarwood (oud)', 'patchouli', 'moss', 'benzoin']",cherry,"It smells like a church altar after service — sweet resinous smoke mixing with black pepper heat, dark fruit stains on wood, and the mustiness of old velvet cushions."
8756,"['milk', 'coconut', 'caramel']",lactonic,"It smells like the inside of a Thai dessert shop — sweet coconut cream drizzled with burnt sugar, milky and thick."
20701,"['rosemary', 'mandarin orange', 'bergamot', 'agarwood (oud)', 'vetiver', 'amber', 'musk']",oud,"It smells like a Mediterranean herb garden next to a smoky incense shop, where citrus peels have been left to dry on weathered wooden shelves."
20769,"['orange', 'grapefruit', 'flint', 'woodsy notes', 'oak moss', 'benzoin']",citrus,"It smells like striking a match near a grapefruit tree, where citrus peel oils mix with gunpowder smoke and tree bark."
6409,"['musk', 'hawthorn', 'jasmine', 'water notes', 'violet', 'violet leaf', 'woodsy notes', 'vetyver', 'sandalwood', 'amber']",aquatic,"It smells like wet leaves after rain mixed with white flowers from a garden hedge, drying down to powdery wood and soft skin warmth."
12325,"['chocolate', 'plum', 'bergamot', 'iris', 'ambrette (musk mallow)', 'osmanthus', 'jasmine', 'rose', 'oakmoss', 'vanilla', 'amber', 'musk', 'leather', 'patchouli']",chocolate,"It smells like a dark chocolate truffle dusted with powdery makeup compact, sitting next to overripe fruit in an old leather handbag that's been stored in someone's closet for years."
9963,"['litchi', 'freesia', 'magnolia', 'pepper', 'ginger', 'mandarin orange', 'jasmine', 'jasmine', 'musk', 'amber']",floral,It smells like a fruit stand next to a flower shop — sweet lychee mixed with white florals and a subtle spicy kick that fades into something soft and skin-close.
11233,"['pink pepper', 'peony', 'litchi', 'petalia', 'musk', 'white cedar extract', 'amber']",fresh,"It smells like a department store cosmetics counter — powdery florals mixed with something slightly fizzy and sweet, like lychee juice spilled on wooden shelves."
6007,"['water notes', 'citruses', 'ginger', 'coriander', 'virginia cedar', 'musk']",fresh,It smells like standing near a waterfall on a humid day — sharp citrus spray mixed with wet wood and something faintly spicy drifting through the mist.
4048,"['cardamom', 'italian lemon', 'pink pepper', 'yogurt', 'water lily', 'rose', 'bourbon vanilla', 'cedar', 'vetiver']",lactonic,"It smells like a creamy dessert left on a wooden table near someone's spicy tea, with crushed peppercorns and something faintly soapy lingering in the air."
6826,"['peach', 'litchi', 'mandarin orange', 'bergamot', 'lily', 'plum', 'jasmine', 'lily-of-the-valley', 'vanilla', 'amber', 'musk', 'vetiver']",fruity,"It smells like biting into a juicy peach while standing in a garden full of white flowers, with a soft powdery sweetness that lingers on your clothes."
19507,"['mandarin orange', 'clary sage', 'caramel', 'tonka bean', 'vetiver']",caramel,"It smells like burnt sugar mixed with dirt and pencil shavings — oddly comforting, like a bakery next to a hardware store."
5060,"['pomelo', 'bergamot', 'grapefruit', 'apricot', 'praline', 'nutmeg', 'jasmine', 'peony', 'milk', 'vanilla', 'sandalwood', 'amber', 'white musk']",lactonic,"It smells like a creamy apricot dessert dusted with nutmeg, sitting next to white flowers on a sandalwood table — sweet and slightly powdery, with citrus brightness fading into milky softness."
6829,"['cucumber', 'citruses', 'green tea', 'watermelon', 'french violet', 'ambrette (musk mallow)', 'amber']",ozonic,"It smells like a crisp salad bar next to a fruit stand on a sunny morning, with a hint of powdery violet petals scattered on top."
1922,"['cacao', 'olibanum', 'bergamot', 'nutmeg', 'jasmine', 'anise', 'benzoin', 'madagascar pepper', 'labdanum', 'tobacco', 'cedar', 'haitian vetiver']",cacao,"It smells like a tobacco shop next to a spice market — dark chocolate dusted with black pepper, sweet licorice mixing with church incense, and woody shelves holding dried jasmine bundles."
17122,"['pink pepper', 'bergamot', 'jasmine', 'leather', 'oak moss', 'patchouli']",leather,"It smells like a leather jacket draped over a chair in a botanical conservatory — spicy, slightly floral, with the earthy scent of moss creeping underneath."
21094,"['amaretto', 'amber', 'hibiscus', 'bulgarian rose', 'vanilla', 'amber', 'white pepper', 'white flowers', 'cherry', 'almond', 'tonka bean', 'styrax', 'cedar']",almond,"It smells like maraschino cherries mixed with almond extract, rose petals steeped in warm honey, and a hint of spicy pepper lingering in the background."
8348,"['pepper', 'orange pepper', 'pimento', 'apricot', 'coriander', 'fresh almond', 'brazilian rosewood', 'violet', 'japanese osmanthus', 'rose', 'jasmine', 'vanilla', 'amber', 'patchouli', 'cedar']",violet,"It smells like apricot jam scattered with crushed peppercorns, alongside a bouquet of white flowers left on a wooden table dusted with almond flour."
19333,"['orange', 'grapefruit', 'pepper', 'pelargonium', 'flint', 'vetiver', 'cedar', 'patchouli', 'benzoin']",citrus,"It smells like crushing citrus peel against weathered stone, with a mineral sharpness that fades into smoky wood and earthy roots."
16834,"['honey', 'agarwood (oud)', 'nutmeg', 'juniper', 'strawberry leaf', 'leather', 'amber', 'cedar']",honey,"It smells like a worn leather jacket hung in a woodshed, sweetened by dripping honey and cut with sharp, piney gin botanicals."
13349,"['dandelion', 'basil', 'black currant', 'cyclamen', 'jasmine', 'musk', 'guaiac wood', 'amber']",yellow floral,"It smells like crushing green stems in a garden at dusk, where wild jasmine blooms next to woodsmoke and something faintly animalic lingers in the air."
5014,"['caramel', 'powdery notes', 'musk', 'benzoin', 'vanilla']",caramel,"It smells like the skin of someone who just baked cookies, with a slightly dusty sweetness that clings to fabric."
1670,"['cherry', 'watermelon', 'bergamot', 'violet', 'sandalwood', 'rose', 'violet leaf', 'amber', 'musk', 'virginia cedar']",cherry,"It smells like a fruit stand next to a flower shop — sweet cherry and watery melon mixing with powdery violets, all settling into the clean woodiness of a cedar closet."
10749,"['aldehydes', 'bergamot', 'heliotrope', 'jasmine', 'white musk', 'cashmeran']",aldehydic,"It smells like standing near someone who just ironed their clothes with lavender water, mixed with the powdery sweetness of old-fashioned face powder and a hint of clean laundry dried indoors."
