all_notes,target_description
"['star anise', 'pomelo', 'black pepper', 'geranium', 'iris', 'incense', 'patchouli', 'haitian vetiver', 'benzoin']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['star anise', 'tobacco', 'amber', 'leather']","It smells like warm spices, like pepper and dry heat, with hints of melted plastic and damp soil."
"['star anise', 'bergamot', 'brazilian rosewood', 'caraway', 'fennel', 'iris', 'jasmine', 'vanilla', 'musk', 'amber']","It smells like warm citrus and sweet cookies at first, then a blend of fresh laundry and glue, with a subtle hint of damp earth."
"['star anise', 'bergamot', 'agarwood (oud)', 'vetiver', 'myrhh', 'iris']","It smells like citrus peel, soap, and juicy fruit at first, then smoky resin and damp soil."
"['star anise', 'peach', 'mandarin orange', 'orange blossom', 'heliotrope', 'jasmine', 'freesia', 'lily-of-the-valley', 'benzoin', 'amber', 'sandalwood', 'musk']","It smells like a mix of juicy peach and sweet orange, with hints of fresh freesia and warm amber."
"['mandarin orange', 'neroli', 'bergamot', 'star anise', 'olive blossom', 'tarragon', 'tonka bean', 'tobacco', 'guaiac wood', 'cedar']","It smells like a combination of juicy mandarin orange, sweet soap, and dry sawdust, with subtle hints of smoky tobacco and woody cedar."
"['smoke', 'camphor', 'mimosa', 'anise', 'cedar', 'ambrette (musk mallow)', 'juniper']","It smells like smoke and sawdust, with hints of anise and a sweet, caramel-like quality."
"['anise', 'spices', 'melon', 'eucalyptus', 'woodsy notes', 'musk']","It smells like sweet melon and fresh spices at first, then woodsy notes and a hint of clean laundry."
"['star anise', 'rose', 'ginger', 'african orange flower', 'vanilla', 'amber']","It smells like warm spices and a hint of citrus, with a dry wood and glue undertone."
"['grapefruit', 'neroli', 'mandarin orange', 'petitgrain', 'water notes', 'seaweed', 'rosemary', 'virginia cedar', 'amber']","It smells like a mix of citrus peel and soap at first, followed by a subtle hint of rubber and a warm, smoky quality like a campfire's embers, finishing with a dry, woody note like sawdust."
"['green notes', 'bergamot', 'pink pepper', 'watery notes', 'rain notes', 'turkish rose', 'jasmine', 'pine tree', 'moss', 'patchouli']","It smells like a combination of citrus peel, soap, and wet leaves, with hints of sawdust and smoky wood."
"['cucumber', 'mandarin orange', 'cassia', 'water hyacinth', 'carrot', 'white woods', 'sandalwood']","It smells like a sweet and tangy combination of citrus peel and soap at first, followed by the scent of rubber and then a smoky, woody aroma with notes of sawdust and pencil shavings."
"['orange oil', 'ginger', 'watery notes', 'tea', 'musk', 'cedar', 'amber', 'patchouli']","It smells like tea and wet leaves, with hints of skin and glue."
"['melon', 'brandy', 'pear', 'mastic or lentisque', 'ginger', 'agave', 'salt', 'suede', 'clary sage', 'tonka bean', 'amber', 'vetiver']","It smells like sweet melon and fresh soap at first, then warm ginger and spicy suede, with a dry, woody base that's like pencil shavings and sawdust."
"['pear', 'calone', 'tangerine', 'watermelon', 'watery notes', 'strawberry', 'apple', 'sea salt', 'tiare flower', 'hedione', 'rose', 'praline', 'musk', 'amber']","It smells like sweet and tangy strawberry and ripe pear, with a hint of fresh sea salt and a dry, woody undertone."
"['watery notes', 'grapefruit', 'raspberry', 'peony', 'jasmine', 'iris', 'pink pepper', 'suede', 'cedar', 'amber']","It smells like grapefruit, wet leaves, and glue at first, then sweet citrus and sawdust."
"['water notes', 'rosemary', 'cardamom', 'sequoia', 'musk', 'patchouli']","It smells like water, rose petals, and wet leaves."
"['watery notes', 'almond', 'spices', 'neroli', 'coumarin', 'vetiver', 'patchouli']","It smells like watery notes, with hints of forest floor and damp soil, followed by a sweet and spicy dry down."
"['pear', 'violet leaf', 'water notes', 'lemon', 'basil', 'peony', 'jasmine sambac', 'white musk', 'sandalwood']","It smells like a combination of citrus peel, soap, and crushed leaves, with subtle notes of rubber and smoky undertones."
"['musk', 'hawthorn', 'jasmine', 'water notes', 'violet', 'violet leaf', 'woodsy notes', 'vetyver', 'sandalwood', 'amber']","It smells like musk, warm soil, and sweet caramel."
"['rain notes', 'lilac', 'watery notes', 'damask rose', 'ambrox super', 'dreamwood', 'virginia cedar']","It smells like a mix of soap and lilac at first, with subtle notes of wet earth and wooden boards, gradually deepening into a sweet and smoky accord."
"['melon', 'mint', 'violet', 'watery notes', 'lily-of-the-valley', 'musk', 'cedar', 'amber']","It smells like sweet melon and fresh soap at first, then warm glue and dry wood."
"['pink pepper', 'citruses', 'water notes', 'geranium', 'vetiver', 'amber', 'patchouli']","It smells like sweet citrus and soap at first, then warm rubber and damp earth."
"['water notes', 'citruses', 'cucumber', 'watermelon', 'water lily', 'musk', 'moss']","It smells like watermelon, soap, and skin."
"['watermelon', 'litchi', 'citruses', 'lotus', 'magnolia', 'freesia', 'creme brulee', 'iris', 'sandalwood']","It smells like a combination of juicy watermelon, sweet creme brulee, and sawdust, with a subtle hint of soap and rubber."
"['watery notes', 'tea', 'driftwood']","It smells like a refreshing splash of tea, followed by the subtle scent of driftwood and a hint of watery notes."
"['cucumber', 'lime', 'mint', 'bergamot', 'water notes', 'granny smith apple', 'lotus', 'rosemary', 'driftwood', 'rum', 'sandalwood', 'oak moss']","It smells like citrusy lime and sweet granny smith apple at first, then rum-soaked wood and dry sandalwood."
"['grass', 'clementine', 'wild strawberry', 'cypress', 'watery notes', 'sunflower', 'passion flower', 'white orchid', 'musk', 'moss', 'teak wood', 'amber']","It smells like citrus peel, soap, and juicy clementine at first, then warm moss and sawdust."
"['water notes', 'bergamot', 'ginger', 'violet leaf', 'white pepper', 'basil', 'musk', 'vetiver', 'virginia cedar', 'oak moss']","It smells like citrusy soap, followed by a dry, earthy scent that's reminiscent of damp soil and sawdust."
"['red apple', 'litchi', 'tomato', 'orange', 'lotus', 'watermelon', 'osmanthus', 'musk', 'sandalwood']","It smells like sweet citrus and juicy orange at first, then warm musk and dry wood."
"['watery notes', 'seaweed', 'pataqueira', 'sea salt', 'aromatic notes', 'ambergris', 'cedar', 'moss', 'patchouli', 'tonka bean', 'amyris']","It smells like sea salt, moss, and wet leaves, with hints of burnt wood and plastic."
"['orange', 'mangosteen', 'water notes', 'water lily', 'orchid', 'tincture of rose', 'oak moss', 'sandalwood', 'mahogany', 'virginia cedar', 'tonka bean']","It smells like a combination of juicy orange and sweet candy at first, then dry wood and sawdust, with a hint of glue and smoky resin."
"['watermelon', 'pear', 'lemon', 'lotus', 'gardenia', 'frangipani', 'musk', 'sandalwood', 'cedar']","It smells like a combination of sweet, ripe fruit and a hint of soap, with notes of dry wood and a subtle muskiness."
"['grapefruit', 'angelica', 'rice', 'basil', 'ginger', 'water lily', 'jasmine sambac', 'violet leaf', 'mimosa', 'orris root', 'rose', 'geranium', 'rain notes', 'cashmeran', 'oakmoss', 'vetiver', 'patchouli', 'benzoin', 'tonka bean']","It smells like a combination of citrus and flowers at first, followed by damp soil, roots, and a hint of glue."
"['green notes', 'melon', 'orange', 'water notes', 'lily-of-the-valley', 'rose', 'jasmine', 'musk']","It smells like green notes, with a hint of citrus and soap, followed by a musky sweetness and a dry, woody finish."
"['melon', 'green apple', 'lime', 'ginger', 'orange', 'pomegranate', 'water notes', 'sea salt', 'iris', 'tulip', 'patchouli', 'vanilla']","It smells like a combination of juicy green apple, sweet orange, and ripe pomegranate at first, with notes of sea salt and water that linger in the background."
"['watery notes', 'grapefruit', 'lemon', 'rhubarb', 'watermelon', 'eucalyptus', 'peach', 'white woods', 'ambroxan']","It smells like a combination of juicy watermelon and sweet peach, with notes of citrusy lemon and a hint of earthy rhubarb."
"['pear', 'cascalone', 'ambrette (musk mallow)', 'egyptian jasmine', 'narcissus', 'ylang-ylang', 'patchouli', 'moss']","It smells like a sweet, juicy pear at first, then earthy moss and damp soil, finishing with a hint of warm glue and dry wood."
"['citron', 'watery notes', 'mint', 'watery notes', 'lavender', 'black pepper', 'ginger', 'violet leaf', 'pink pepper', 'cedar', 'musk', 'amber']","It smells like a combination of citrusy sweetness, followed by a subtle hint of wet earth and a dry, woody undertone."
"['rosemary', 'melon', 'galbanum', 'watery notes', 'violet', 'cyclamen', 'musk', 'moss', 'vetiver']","It smells like soap, sweet fruit, and damp soil."
"['grapefruit', 'pear', 'seaweed', 'water notes', 'virginia cedar', 'sandalwood']","It smells like a combination of tart, juicy fruit and soap, with a subtle hint of glue and dry wood."
"['watery notes', 'citruses', 'pink pepper', 'blackberry', 'mint', 'cyclamen', 'orange blossom', 'coriander', 'raspberry', 'musk', 'cedar', 'amber']","It smells like sweet citrus and fresh soap at first, then juicy blackberry and crunchy mint."
"['watermelon', 'lily-of-the-valley', 'pear', 'freesia', 'violet leaf', 'jasmine', 'rose', 'virginia cedar', 'musk', 'sandalwood']","It smells like sweet and juicy pear, with a hint of soap and crushed leaves."
"['mandarin orange', 'melon', 'lotus', 'white peach', 'jasmine', 'white musk', 'cedar']","It smells like a mix of sweet and juicy fruit, with hints of soap and a dry wood undertone."
"['water lily', 'cucumber', 'lime', 'jasmine', 'wild orchid', 'sea notes', 'musk', 'ambroxan', 'cedar']","It smells like a mix of fresh lime and soap at first, then cucumber, followed by a subtle hint of warm laundry and finally, a dry wood note."
"['amalfi lemon', 'mint', 'seaweed', 'water notes', 'vetiver', 'amber']","It smells like citrus peel, soap, and juicy fruit at first, then warm plastic and damp soil."
"['watery notes', 'red fruits', 'fruity notes', 'seaweed', 'peach', 'pataqueira', 'water notes', 'jasmine sambac', 'ylang-ylang', 'musk', 'cashmeran', 'cedar', 'amber', 'sandalwood']","It smells like a mix of juicy peach and sweet watermelon, with notes of damp soil and fresh laundry."
"['watery notes', 'lotus', 'hyacinth', 'jasmine sambac', 'white musk', 'white woods']","It smells like a combination of fresh flowers, soap, and sweet powder at first, followed by a subtle hint of wet earth and dry wood."
"['watermelon', 'water notes', 'green notes', 'lotus', 'peony', 'gardenia', 'violet', 'musk', 'woodsy notes', 'sandalwood', 'amber']","It smells like sweet and ripe watermelon, with notes of soap and crushed leaves, and a subtle hint of glue."
"['calypsone', 'black pepper', 'white pepper', 'ambroxan', 'cedar', 'sandalwood', 'cosmone', 'styrax']","It smells like warm spices, like black pepper and sugar, with a subtle hint of glue and sawdust."
"['watermelon', 'yuzu', 'violet leaf', 'water lily', 'gardenia', 'gustavia flower', 'cupcake', 'tonka']","It smells like sweet and tart fruit, with notes of crushed leaves and sawdust."
"['water notes', 'oakmoss', 'birch', 'woody notes']","It smells like wet earth and soap, with a hint of birch and woody notes."
"['fig', 'melon', 'green tangerine', 'coconut water', 'lotus', 'water lily', 'jasmine', 'ambroxan', 'musk', 'sandalwood', 'vanilla']","It smells like sweet melon and green tangerine at first, then coconut water and fresh cut grass, with a subtle hint of skin and clean laundry."
"['water notes', 'green leaves', 'pear', 'ambergris', 'lichen', 'lavender', 'thyme', 'cedarmoss', 'sandalowood']","It smells like water, followed by green leaves and a hint of juicy pear, then a sweet and woody scent with notes of lavender and thyme, finishing with a dry and mossy undertone."
"['water notes', 'violet', 'apple', 'orange', 'star anise', 'orchid', 'jasmine', 'geranium', 'rose', 'musk', 'oak moss', 'sandalwood', 'amber']","It smells like a mix of juicy apple and sweet orange, with hints of warm glue and dry sawdust."
"['lemon zest', 'cardamom', 'watery notes', 'ice', 'mint', 'lavender', 'haitian vetiver']","It smells like citrus peel, soap, and a hint of ice at first, then a refreshing blend of mint, lavender, and damp soil."
"['watermelon', 'pear', 'mandarin orange', 'bergamot', 'cardamon', 'freesia', 'cedar', 'musk', 'patchouli']","It smells like sweet citrus and soap, with notes of juicy fruit and sawdust."
"['water notes', 'pear', 'rose', 'peony', 'carnation', 'osmanthus', 'woodsy notes']","It smells like water notes, with a hint of juicy pear and sweet rose at first, then subtle woodsy notes and finally a dry, powdery scent of peony and carnation."
"['bergamot', 'lemon', 'fruity notes', 'water notes', 'jasmine', 'oakmoss', 'cedar', 'musk', 'floral notes']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['goji berries', 'pear', 'almond blossom', 'watermelon', 'violet', 'cyclamen', 'jasmine', 'peony', 'cashmeran', 'ambergris', 'cedar']","It smells like sweet and juicy watermelon, then a hint of crushed leaves and soap, and finally a dry wood and sawdust."
"['green leaves', 'apple', 'water notes', 'musk', 'amber', 'moss']","It smells like green leaves, juicy apple, and a hint of damp soil, with a subtle sweetness from sugar and caramel."
"['water notes', 'pear', 'rose', 'peony', 'carnation', 'osmanthus', 'woodsy notes']","It smells like water, with hints of juicy pear and sweet rose, followed by the woody aroma of pencil shavings and a subtle dryness of sawdust."
"['lavender', 'mint', 'mandarin orange', 'water notes', 'green notes', 'cardamom', 'nutmeg', 'musk', 'amber', 'leather']","It smells like citrus peel and soap at first, then glue, leather, and sawdust."
"['watermelon', 'mandarin orange', 'grapefruit', 'water notes', 'jasmine', 'guaiac wood', 'musk', 'oakmoss', 'amber']","It smells like juicy watermelon, sweet caramel, and damp soil."
"['bergamot', 'watery notes', 'musk', 'patchouli']","It smells like a mix of citrus peel and soap, with notes of warm laundry and a hint of damp soil."
"['watery notes', 'lavender', 'bergamot', 'bay leaf', 'jasmine', 'amber', 'sandalwood', 'patchouli']","It smells like a combination of citrus and soap, with notes of damp earth and old books."
"['bergamot', 'mandarin orange', 'water notes', 'violet leaf', 'cardamom', 'birch', 'vetiver', 'amber']","It smells like citrus peel and sweet, then warm plastic and sawdust."
"['mandarin orange', 'mint', 'lavender', 'calypsone', 'patchouli']","It smells like sweet citrus and fresh soap at first, then damp soil and crushed leaves."
"['sea notes', 'seaweed', 'basil', 'black currant', 'white pepper', 'watermelon', 'melon', 'green notes', 'bamboo', 'papaya', 'amber', 'cashmere wood']","It smells like sea and soap at first, then watermelon, green notes, and sawdust."
"['water notes', 'pear', 'amalfi lemon', 'freesia', 'gardenia', 'peony', 'rose', 'musk', 'virginia cedar', 'patchouli']","It smells like a mix of sweet citrus and fresh soap at first, then it shifts to a dry, earthy scent with notes of worn leather and a hint of smoky wood."
"['citruses', 'black currant', 'plum', 'water notes', 'lavender', 'green notes', 'juniper berries', 'geranium', 'musk', 'sandalwood', 'oak moss']","It smells like citrus peel and sweet, candy-like fruit at first, then a mix of soap, glue, and sawdust."
"['watery notes', 'fruity notes', 'ivy', 'mandarin orange', 'rose water', 'water lily', 'cyclamen', 'white musk', 'sandalwood', 'cedar']","It smells like citrus peel, soap, and candy-like fruit."
"['watery notes', 'cloves', 'melon', 'nutmeg', 'cinnamon', 'vanilla', 'woody notes', 'amber']","It smells like a combination of ripe melon and warm sugar, with subtle hints of glue and sawdust."
"['watermelon', 'sea water', 'pear', 'mandarin orange', 'bergamot', 'lavender', 'cardamom', 'woodsy notes', 'virginia cedar', 'musk', 'suede', 'amber']","It smells like sweet citrus and soap at first, then warm rubber and fresh sawdust."
"['water notes', 'salt', 'metallic notes', 'leather', 'cedar', 'tobacco']","It smells like water and salt, with hints of leather and sawdust."
"['mineral notes', 'violet leaves', 'quince', 'lotus', 'violet', 'jasmine', 'seaweed', 'musk', 'sandalwood']","It smells like earthy, damp soil and soap at first, then sweet, juicy fruit and sawdust."
"['mandarin orange', 'lime', 'orange', 'sea notes', 'watery notes', 'pepper', 'nutmeg', 'cedar', 'vetiver']","It smells like juicy mandarin orange, followed by a subtle hint of soap, and then a dry, woody scent with notes of pepper and cedar."
"['watery notes', 'water fruit', 'lemon', 'floral notes', 'musk', 'driftwood', 'amber']","It smells like a combination of citrus peel and soap at first, with a subtle sweetness and a hint of wet leaves, followed by a dry wood and smoky undertone."
"['melon', 'watermelon', 'bergamot', 'watery notes', 'white flowers', 'sandalwood', 'musk']","It smells like sweet citrus and soap at first, then juicy watermelon and warm sandalwood."
"['water notes', 'bergamot', 'pear', 'water lily', 'jasmine', 'iris', 'musk', 'amber', 'sandalwood']","It smells like citrus and soap at first, then bergamot, warm plastic, and pencil shavings."
"['water notes', 'amalfi lemon', 'mint', 'pepper', 'geranium', 'oak moss', 'virginia cedar']","It smells like a combination of fresh citrus and soap at first, followed by the scent of rubber and then a subtle hint of smoke and sawdust."
"['water notes', 'fruity notes', 'blue lotus', 'musk']","It smells like water notes, fruity notes, and skin, with hints of crushed leaves and sawdust."
"['lotus', 'lemon', 'watery notes', 'orange blossom', 'white musk', 'cedar']","It smells like citrus peel, soap, and juicy orange at first, then dry leaves and sawdust."
"['watermelon', 'pear', 'white peach', 'watery notes', 'magnolia', 'white rose', 'white musk', 'palisander rosewood', 'sandalwood']","It smells like sweet, juicy watermelon and ripe pear, with subtle hints of crushed leaves and sawdust."
"['melon', 'mint', 'watery notes', 'lily-of-the-valley', 'violet', 'cedar', 'musk', 'amber']","It smells like a mix of fresh mint and sweet melon, with a subtle hint of wet soil and sawdust."
"['water notes', 'water lily', 'lilac', 'apricot', 'rose', 'jasmine', 'violet', 'vetiver', 'moss', 'sandalwood']","It smells like water lily, soap, and crushed leaves."
"['watery notes', 'bergamot', 'grapefruit blossom', 'ginger', 'blue lotus', 'magnolia', 'cedar', 'white musk', 'ambergris']","It smells like citrus peel, grapefruit, and soap at first, then ginger and wet leaves, followed by cedar and sawdust."
"['pear', 'lemon', 'green leaves', 'watery notes', 'marigold', 'lavender', 'rose', 'cedar', 'amber', 'musk']","It smells like sweet citrus and soap at first, then it's like walking through a forest with a hint of sawdust and damp earth."
"['watermelon', 'sea notes', 'violet', 'lily-of-the-valley', 'jasmine', 'sinfonide', 'amber']","It smells like ripe fruit, fresh soap, and warm glue."
"['italian lemon', 'watery notes', 'woody notes', 'leather']","It smells like a combination of citrus peel and soap at first, with notes of leather and sawdust."
"['pear', 'violet leaf', 'citrus', 'cedarwood', 'sandalwood', 'vetiver', 'musk', 'moss']","It smells like citrus peel, sweet moss, and clean skin at first, then damp soil and crushed leaves."
"['watery notes', 'bergamot', 'mandarin orange', 'sand', 'ylang-ylang', 'orange blossom', 'salt', 'vanilla', 'sandalwood', 'amber', 'musk']","It smells like a burst of citrus freshness, followed by a subtle sweetness like sugar, and then a dry, woody scent like pencil shavings and a hint of smoky mystery."
"['cucumber', 'mandarin orange', 'melon', 'sea notes', 'orange blossom', 'freesia', 'musk', 'raspberry']","It smells like sweet citrus and soap at first, then juicy orange and fresh cut grass."
"['fruity notes', 'spicy notes', 'watery notes', 'woody notes', 'spicy notes', 'woody notes', 'amber', 'musk']","It smells like juicy fruit, warm glue, and dry wood."
"['watermelon', 'melon', 'raspberry', 'black currant', 'mandarin orange', 'pink pepper', 'water notes', 'green notes', 'violet', 'lily-of-the-valley', 'musk', 'sandalwood', 'amber']","It smells like sweet and juicy watermelon, with hints of soap and crushed leaves."
"['pink grapefruit', 'litchi', 'watery notes', 'flowers', 'guava', 'passionfruit', 'exotic woods', 'vanilla']","It smells like pink citrus and sweet soap at first, then juicy guava and exotic woods, finishing with warm vanilla and a hint of damp soil."
"['water notes', 'vetiver', 'driftwood']","It smells like water, damp soil, and dry wood."
"['water notes', 'aldehydes', 'coconut', 'geosmin', 'sea water', 'tuberose', 'violet leaf', 'jasmine', 'cashmeran', 'costus', 'moss', 'ambroxan']","It smells like soap, fizzy clean air, and a hint of sweet coconut."
"['melon', 'camphor', 'cucumber', 'mint', 'metallic notes', 'salt', 'watery notes', 'rose', 'oysters', 'civet', 'resins', 'benzoin']","It smells like a combination of sweet cucumber and fresh mint, with a hint of salt and watery notes, and a subtle undertone of rose and resins."
"['water notes', 'milk', 'white flowers', 'white musk', 'iris', 'white amber']","It smells like fresh soap, white flowers, and a hint of wet pavement."
"['rose', 'jasmine', 'vanilla']","It smells like soap, sweet cream, and crushed leaves."
"['mandarin orange', 'red currant', 'bergamot', 'dew drop', 'violet', 'magnolia', 'peach', 'pink jasmine', 'musk', 'sandalwood', 'amber']","It smells like a sweet and tangy combination of juicy orange and tart red berries, with a subtle hint of glue and warm plastic."
"['watery notes', 'bergamot', 'sea salt', 'narcissus', 'musk', 'woodsy notes', 'amber']","It smells like citrusy soap, followed by a hint of rubber and a subtle smokiness, with a dry wooden undertone."
"['watery notes', 'bergamot', 'mandarin orange', 'violet leaf', 'galbanum', 'watermelon', 'bamboo', 'jasmine', 'amber', 'vetiver']","It smells like mandarin orange, soap, and watermelon at first, then bamboo and jasmine, with a dry amber and vetiver finish."
"['lavender', 'watermelon', 'basil', 'water notes', 'floral notes', 'virginia cedar', 'oak moss', 'musk']","It smells like sweet watermelon and floral soap at first, then musky skin and dry wooden boards."
"['mandarin orange', 'water notes', 'lotus', 'lotus leaf', 'violet leaf', 'cedar']","It smells like sweet citrus and crushed leaves at first, then it reveals notes of soap, rain, and sawdust."
"['violet leaf', 'watery notes', 'nutmeg', 'virginia cedar']","It smells like a combination of wet leaves, soap, and sawdust."
"['watery notes', 'cyclamen', 'watermelon', 'melon', 'maltol', 'musk']","It smells like watermelon and soap, with a hint of wet air and skin."
"['watery notes', 'vetiver', 'herbal notes', 'geranium', 'musk', 'amber']","It smells like a combination of watery notes, damp soil, and clean laundry."
"['cardamom', 'lavender', 'virginia cedar', 'bergamot', 'vetiver', 'caraway']","It smells like citrus peel and soap at first, then dry wood and sweet caramel."
"['lavender', 'mint', 'cardamom', 'bergamot', 'artemisia', 'cinnamon', 'orange blossom', 'caraway', 'vanilla', 'tonka bean', 'amber', 'sandalwood', 'cedar']","It smells like a mix of citrus peel, soap, and crushed leaves at first, then warm plastic and sawdust."
"['sea water', 'lavender', 'mint', 'green notes', 'rosemary', 'calone', 'coriander', 'sandalwood', 'neroli', 'geranium', 'jasmine', 'musk', 'oakmoss', 'tobacco', 'cedar', 'ambergris']","It smells like sea water, fresh laundry, and crushed leaves."
"['apple', 'ginger', 'bergamot', 'sage', 'juniper berries', 'geranium', 'amberwood', 'tonka bean', 'cedar', 'vetiver', 'olibanum']","It smells like citrus peel and soap at first, then warm spices and dry wood."
"['amalfi lemon', 'mint', 'water jasmine', 'virginia cedar', 'brown sugar', 'french labdanum']","It smells like a sweet and tangy citrus, followed by a hint of soap and a subtle earthy undertone, finishing with a dry wood and sawdust note."
"['sea notes', 'bergamot', 'rosemary', 'sage', 'geranium', 'incense', 'patchouli']","It smells like citrus and soap at first, then wet leaves and forest floor, with a hint of smoke and glue."
"['amalfi lemon', 'tagetes', 'black currant', 'bergamot', 'african orange flower', 'violet', 'cyclamen', 'jasmine', 'vetiver', 'musk', 'amber', 'virginia cedar']","It smells like a mix of citrus peel and soap at first, then dry wood and smoky notes."
"['lavender', 'rosemary', 'neroli', 'petitgrain', 'geranium', 'clary sage', 'galbanum', 'jasmine', 'oakmoss', 'vetiver', 'cedar', 'sandalwood', 'amber']","It smells like warm flowers and soap at first, then damp soil and crushed leaves."
"['mandarin orange', 'mint', 'cypress', 'sage', 'pepper', 'tonka bean', 'musk', 'sandalwood', 'cedar']","It smells like a combination of citrusy mandarin orange and minty freshness at first, followed by a subtle sweetness and a dry, woody undertone like sawdust and pencil shavings."
"['grapefruit', 'mandarin orange', 'sea water', 'juniper', 'musk', 'amberwood']","It smells like a mix of citrusy peel and sweet soap at first, then a hint of rubber and a subtle smokiness, finishing with a dry, woody note like sawdust."
"['citruses', 'bergamot', 'juniper', 'anise', 'brazilian rosewood', 'basil', 'lavender', 'rose', 'carnation', 'jasmine', 'heliotrope', 'geranium', 'sage', 'fir', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'iris', 'musk', 'amber', 'cedar', 'patchouli', 'vetiver']","It smells like sweet citrus and soap at first, then warm vanilla and damp soil."
"['bergamot', 'lemon', 'mandarin orange', 'orange blossom', 'white nerium oleander', 'fig leaf', 'cypress', 'red cedar', 'juniper', 'pistachio', 'musk']","It smells like citrus peel, soap, and a hint of sugar at first, then it settles into a warm, smoky scent with notes of sawdust and dry wood."
"['lavender', 'clary sage', 'leather', 'bitter almond', 'vanilla', 'orris', 'leather', 'tonka bean', 'cashmeran', 'white woods', 'amber']","It smells like sweet vanilla, smooth leather, and a hint of glue, with a subtle dry wood undertone."
"['mint', 'rose', 'carnation', 'cannabis', 'vetiver', 'amber']","It smells like minty freshness, followed by a sweet and powdery rose, and finishing with a dry, earthy vetiver and a hint of warm glue."
"['chamomile', 'aldehydes', 'clary sage', 'coriander', 'geranium', 'lemon verbena', 'brazilian rosewood', 'bergamot', 'carnation', 'rose', 'ylang-ylang', 'orris root', 'jasmine', 'tuberose', 'orange blossom', 'oakmoss', 'patchouli', 'incense', 'vetiver', 'sandalwood', 'musk']","It smells like citrus peel and soap at first, then wet leaves, smoke, and sawdust."
"['lavender', 'lemon', 'bergamot', 'rosemary', 'mint', 'lemon verbena', 'basil', 'artemisia', 'juniper', 'coriander', 'cinnamon', 'carnation', 'wormwood', 'angelica', 'jasmine', 'oakmoss', 'pine tree needles', 'leather', 'fir', 'sandalwood', 'vetiver', 'patchouli', 'cedar', 'amber', 'resins']","It smells like a mix of citrusy lemon peel and floral soap at first, followed by notes of warm glue and smoky embers, finishing with a dry, woody scent like sawdust and pencil shavings."
"['lavender', 'lemon', 'caraway', 'basil', 'bergamot', 'clary sage', 'iris', 'star anise', 'vetiver', 'sandalwood', 'patchouli', 'cedar', 'juniper berries', 'cardamom', 'oakmoss', 'leather', 'amber', 'musk', 'tonka bean']","It smells like citrus and soap at first, then damp soil and roots, followed by warm plastic and pencil shavings."
"['bergamot', 'tobacco', 'lemon', 'nutmeg', 'neroli', 'coriander', 'mandarin orange', 'vetiver', 'pepper', 'carnation', 'sage', 'orris root', 'sandalwood', 'vetiver', 'oakmoss', 'leather', 'myrrh', 'civet', 'tonka bean', 'amber']","It smells like citrus peel, soap, and sugary candy."
"['bitter orange', 'caraway', 'birch', 'bergamot', 'coriander', 'mandarin orange', 'neroli', 'artemisia', 'guatemalan cardamom', 'pepper', 'ginger', 'iris', 'juniper', 'cinnamon', 'orris root', 'jasmine', 'tahitian vetiver', 'tea', 'cedar', 'leather', 'oakmoss', 'amber']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['lemon', 'bergamot', 'basil', 'rosemary', 'caraway', 'fruity notes', 'jasmine', 'coriander', 'carnation', 'patchouli', 'orris root', 'sandalwood', 'rose', 'lavender', 'hedione', 'oakmoss', 'vetiver', 'musk', 'amber']","It smells like citrus and sweet soap at first, then warm glue and dry leaves."
"['lavender', 'lemon', 'bergamot', 'mandarin orange', 'sage', 'juniper berries', 'basil', 'geranium', 'jasmine', 'coriander', 'orange blossom', 'lily-of-the-valley', 'lily', 'sandalwood', 'musk', 'vetiver', 'brazilian rosewood', 'amber']","It smells like citrus peel, soap, and juicy orange at first, then warm glue, sawdust, and dry wood."
"['myrhh', 'clary sage', 'coriander', 'bergamot', 'lime', 'amalfi lemon', 'rose', 'thyme', 'basil', 'jasmine', 'castoreum', 'oakmoss', 'patchouli', 'french labdanum']","It smells like citrus peel, soap, and crushed leaves at first, then a mix of glue, smoke, and sawdust."
"['lavender', 'sage', 'mandarin orange', 'tobacco', 'rose', 'carnation', 'geranium', 'tonka bean', 'fir', 'vetiver', 'cedar']","It smells like sweet citrus, soap, and crushed leaves at first, then tobacco and dry wood."
"['mint', 'candy apple', 'lemon', 'mandarin orange', 'ambroxan', 'geranium', 'clary sage', 'vanilla', 'cedar', 'sandalwood', 'bitter orange', 'patchouli', 'leather']","It smells like citrus peel and soap at first, then candy apple and sawdust."
"['aldehydes', 'basil', 'citruses', 'ivy', 'mandarin orange', 'freesia', 'bergamot', 'carnation', 'marigold', 'coriander', 'orange blossom', 'lily', 'jasmine', 'bulgarian rose', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'musk', 'tonka bean']","It smells like citrus peel, soap, and caramel at first, then rubber and sawdust."
"['green apple', 'mint', 'lavender', 'grapefruit', 'basil', 'sage', 'geranium', 'carnation', 'jasmine', 'fir', 'cedar', 'patchouli']","It smells like a mix of juicy green apples and sweet soap at first, then earthy wet leaves and forest floor."
