all_notes,mainaccord1,embedding_id
"['grapefruit', 'lavender', 'birch', 'woodsy notes']",lavender,5756
"['mint', 'green apple', 'lemon', 'tonka bean', 'ambroxan', 'geranium', 'madagascar vanilla', 'virginian cedar', 'atlas cedar', 'vetiver', 'oakmoss']",vanilla,14515
"['lemon', 'bergamot', 'jasmine', 'lily-of-the-valley', 'hazelnut', 'vanilla', 'amber', 'musk']",nutty,13719
"['iris', 'bulgarian rose', 'musk', 'tuberose', 'orange blossom', 'tonka bean', 'vanilla', 'white cedar extract', 'cedar', 'sandalwood', 'vetiver']",powdery,12505
"['cinnamon', 'nutmeg', 'bergamot', 'dates', 'praline', 'tuberose', 'mahonial', 'vanilla', 'tonka bean', 'amberwood', 'myrrh', 'benzoin', 'akigalawood']",sweet,20774
"['sweet pea', 'mandarin orange', 'gardenia', 'orchid', 'musk', 'sandalwood', 'woodsy notes', 'vanilla']",floral,8989
"['lemon', 'peach', 'ginger', 'mandarin orange', 'lavender', 'bergamot', 'pepper', 'cedar', 'patchouli', 'vetiver', 'brazilian rosewood', 'rose', 'jasmine', 'gardenia', 'freesia', 'anise', 'vanilla', 'tonka bean', 'sandalwood', 'coconut', 'amber', 'benzoin', 'musk', 'leather', 'oakmoss']",citrus,19785
"['honey', 'cassis', 'neroli', 'orris', 'carnation', 'tuberose', 'rose', 'jasmine', 'moss', 'patchouli', 'amber', 'musk']",earthy,6717
"['african orange flower', 'osmanthus', 'bergamot', 'musk', 'amber', 'vetiver', 'vanille', 'patchouli']",musky,12504
"['spicy notes', 'osmanthus', 'saffron', 'citruses', 'rosemary', 'thyme', 'grapefruit', 'tobacco', 'guaiac wood', 'patchouli', 'vetiver', 'tonka bean', 'amber', 'musk']",tobacco,20586
"['lavender', 'cinnamon', 'nutmeg', 'citruses', 'agarwood (oud)', 'violet', 'jasmine', 'patchouli leaf', 'rose', 'sea notes', 'leather', 'woody notes', 'white musk', 'amber', 'vetiver']",lavender,14787
"['tea', 'bergamot', 'osmanthus', 'orchid', 'jasmine', 'rose', 'freesia', 'african orange flower', 'patchouli', 'musk', 'vanilla']",floral,9362
"['mandarin orange', 'red apple', 'bergamot', 'magnolia', 'iris', 'ylang-ylang', 'jasmine', 'white honey', 'vanille', 'amber', 'benzoin', 'musk']",floral,14138
"['aldehydes', 'bulgarian rose', 'ylang-ylang', 'jasmine', 'may rose', 'amber', 'liatris', 'vetiver']",aldehydic,18345
"['artemisia', 'incense', 'lemon', 'leather', 'chamomile', 'apricot', 'iris', 'vanilla', 'amber', 'virginia cedar', 'musk']",herbal,8457
"['musk', 'lime (linden) blossom', 'citruses', 'castoreum', 'iris', 'vanila', 'musk', 'ash', 'cedar', 'amber']",smoky,1216
"['sesame', 'bitter almond', 'ceylon cinnamon', 'peanut', 'orris root', 'coffee', 'praline', 'haitian vetiver', 'java vetiver oil']",nutty,5914
"['black currant', 'bergamot', 'green notes', 'jasmine sambac', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'cedar']",vanilla,8058
"['cherry', 'pink pepper', 'bergamot', 'violet', 'jasmine', 'freesia', 'tonka bean', 'amber', 'sandalwood', 'musk']",cherry,5213
"['coffee', 'bergamot', 'lemon', 'coffee', 'sandalwood', 'lily-of-the-valley', 'cedar', 'amber', 'musk']",coffee,17671
"['grapefruit', 'mandarin orange', 'black currant', 'orange blossom', 'jasmine', 'ylang-ylang', 'tuberose', 'lily-of-the-valley', 'pear', 'pink pepper', 'musk', 'sandalwood', 'cashmeran', 'orris']",white floral,2926
"['blood orange', 'mandarin orange', 'honey', 'gardenia', 'orange blossom', 'jasmine', 'peach', 'beeswax', 'caramel', 'patchouli', 'licorice']",honey,7149
"['lavender', 'lemon', 'bergamot', 'rosemary', 'mint', 'lemon verbena', 'basil', 'artemisia', 'juniper', 'coriander', 'cinnamon', 'carnation', 'wormwood', 'angelica', 'jasmine', 'oakmoss', 'pine tree needles', 'leather', 'fir', 'sandalwood', 'vetiver', 'patchouli', 'cedar', 'amber', 'resins']",aromatic,10998
"['amalfi lemon', 'tagetes', 'black currant', 'bergamot', 'african orange flower', 'violet', 'cyclamen', 'jasmine', 'vetiver', 'musk', 'amber', 'virginia cedar']",aromatic,16188
"['lavender', 'lemon', 'caraway', 'basil', 'bergamot', 'clary sage', 'iris', 'star anise', 'vetiver', 'sandalwood', 'patchouli', 'cedar', 'juniper berries', 'cardamom', 'oakmoss', 'leather', 'amber', 'musk', 'tonka bean']",aromatic,8578
"['violet leaf', 'cedar', 'jasmine sambac', 'orris', 'leather', 'woody notes', 'tobacco']",leather,19969
"['grapefruit', 'mandarin orange', 'oak moss', 'juniper', 'patchouli', 'pepper', 'iris', 'carnation', 'syringa', 'rose', 'french labdanum', 'jasmine', 'lily-of-the-valley', 'ylang-ylang', 'musk', 'amber']",woody,14543
"['amalfi lemon', 'pear', 'bergamot', 'neroli', 'mimosa', 'freesia', 'water lily', 'african orange flower', 'musk', 'guaiac wood', 'amber']",citrus,2670
"['aldehydes', 'lemon', 'neroli', 'mandarin orange', 'bergamot', 'orange', 'lime', 'ylang-ylang', 'jasmine', 'may rose', 'white musk', 'orris root', 'cedar', 'vanila']",citrus,15933
"['lavender', 'bergamot', 'sage', 'iris', 'cacao', 'amber', 'leather', 'vetiver', 'patchouli']",iris,21014
"['black pepper', 'tobacco', 'pineapple', 'patchouli', 'coffee', 'iris', 'vanilla', 'amber', 'dry wood', 'benzoin', 'labdanum']",amber,19344
"['blackberry', 'bitter orange', 'neroli', 'bergamot', 'cherry', 'jasmine', 'orange blossom', 'gardenia', 'peony', 'vanilla', 'almond', 'sandalowood', 'amber', 'patchouli']",cherry,16547
"['bergamot', 'pink pepper', 'jasmine', 'rose', 'patchouli', 'tonka bean']",patchouli,4544
"['tobacco leaf', 'spicy notes', 'vanilla', 'cacao', 'tonka bean', 'tobacco blossom', 'dried fruits', 'woody notes']",vanilla,18422
"['ginger', 'bergamot', 'lavender', 'cotton flower', 'vanilla', 'amberwood']",lavender,2134
"['cherry', 'strawberry', 'pineapple', 'mandarin orange', 'popcorn', 'caramel', 'rose', 'jasmine', 'violet', 'patchouli', 'musk', 'amber']",sweet,12190
"['blood orange', 'black currant', 'clementine', 'pear', 'mandarin orange', 'ginger', 'ginger flower', 'tuberose', 'freesia', 'hibiscus seed', 'vanilla', 'sandalwood', 'musk', 'california cedar']",citrus,11775
"['almond', 'coffee', 'bergamot', 'lemon', 'tuberose', 'jasmine sambac', 'orange blossom', 'orris', 'bulgarian rose', 'tonka bean', 'cacao', 'vanilla', 'praline', 'sandalwood', 'musk', 'amber', 'cashmere wood', 'cinnamon', 'patchouli', 'cedar']",sweet,8916
"['juniper berries', 'basil', 'artemisia', 'caraway', 'coriander', 'bergamot', 'pine tree needles', 'leather', 'chamomile', 'pepper', 'carnation', 'geranium', 'jasmine', 'rose', 'tobacco', 'oakmoss', 'patchouli', 'cedar', 'vetiver', 'musk', 'amber']",woody,7183
"['cherry', 'pomegranate', 'pink pepper', 'lemon', 'grapefruit', 'apple', 'pear', 'litchi', 'blackberry', 'apricot', 'yogurt', 'ice', 'hazelnut', 'peony', 'lily-of-the-valley', 'jasmine', 'freesia', 'gardenia', 'plum blossom', 'mango', 'vanilla', 'amber', 'sandalwood', 'almond', 'musk', 'chestnut', 'chocolate', 'honey', 'nutella', 'cotton candy']",nutty,14810
"['bergamot', 'black currant', 'apple', 'lemon', 'pink pepper', 'pineapple', 'patchouli', 'moroccan jasmine', 'birch', 'musk', 'oak moss', 'ambroxan', 'cedarwood']",fruity,20205
"['blackberry', 'mandarin leaf', 'silk tree blossom', 'jasmine', 'orange blossom', 'night blooming cereus', 'rose', 'vanilla', 'tonka bean', 'mysore sandalwood']",vanilla,15355
"['saffron', 'nutmeg', 'lavender', 'agarwood (oud)', 'patchouli', 'agarwood (oud)', 'patchouli', 'musk']",oud,17527
"['pink pepper', 'citruses', 'water notes', 'geranium', 'vetiver', 'amber', 'patchouli']",aquatic,9260
"['lemon', 'sweet orange', 'rose', 'lime', 'absinthe', 'beeswax', 'orange blossom', 'peach', 'jasmine', 'bulgarian rose', 'musk', 'civet', 'animal notes', 'sandalwood', 'patchouli', 'siam benzoin', 'ambergris', 'opoponax', 'incense']",animalic,18914
"['narcissus', 'datura', 'peach', 'plum', 'himalayan poppy', 'mandarin orange', 'black currant', 'bergamot', 'green notes', 'mimosa', 'vanilla flower', 'tuberose', 'ylang-ylang', 'orange blossom', 'jasmine', 'freesia', 'heliotrope', 'rose', 'leather', 'vanilla', 'orange blossom', 'amber', 'tonka bean', 'musk', 'cedar']",yellow floral,11529
"['peony', 'litchi', 'freesia', 'rose', 'lily-of-the-valley', 'magnolia', 'virginia cedar', 'amber']",floral,10244
"['coffee', 'turkey red rose', 'roasted coffee beans', 'french rose', 'woodsy notes', 'vanilla', 'caramel', 'white musk', 'amber']",coffee,15986
"['elemi', 'mandarin orange', 'pink pepper', 'bergamot', 'immortelle', 'heliotrope', 'jasmine', 'iris', 'peru balsam', 'labdanum', 'patchouli', 'musk']",balsamic,3145
"['coconut water', 'bergamot', 'jasmine', 'heliotrope', 'bourbon vanilla', 'cashmeran']",vanilla,7448
"['blood orange', 'damask rose', 'bulgarian rose', 'neroli', 'patchouli']",patchouli,16207
"['mate', 'black pepper', 'pink pepper', 'cardamom', 'bergamot', 'water lily', 'magnolia', 'rose', 'violet', 'osmanthus', 'jasmine', 'copaiba balm', 'breu-branco', 'myrrh', 'patchouli', 'benzoin', 'olibanum', 'vetiver', 'labdanum', 'coumarin', 'vanilla', 'carrot']",balsamic,20469
"['ambergris', 'cardamom', 'coriander', 'cinnamon', 'peach', 'ylang-ylang', 'orange blossom', 'leather', 'woodsy notes']",animalic,16799
"['pear', 'bergamot', 'floral notes', 'leather', 'vanilla', 'vetiver', 'amber', 'musk']",vanilla,16505
"['red algae', 'myrtle', 'immortelle', 'chamomile', 'thyme', 'musk', 'vanilla', 'cedar', 'patchouli']",herbal,9193
"['aldehydes', 'incense', 'clove', 'fruity notes', 'basil', 'green notes', 'bergamot', 'mandarin orange', 'narcissus', 'lily', 'jasmine', 'tuberose', 'mimosa', 'orris root', 'lily-of-the-valley', 'rose', 'orange blossom', 'benzoin', 'myrrh', 'amber', 'sandalwood', 'oakmoss', 'vanilla', 'cedar', 'musk', 'patchouli']",amber,9345
"['grapefruit', 'lemon', 'mint', 'pink pepper', 'ginger', 'nutmeg', 'jasmine', 'iso e super', 'incense', 'vetiver', 'cedar', 'sandalwood', 'patchouli', 'labdanum', 'white musk']",citrus,17013
"['bergamot', 'pink pepper', 'clary sage', 'haitian vetiver', 'leather', 'ambroxan', 'akigalawood', 'indonesian patchouli leaf', 'cacao pod']",woody,18639
"['pomegranate', 'blood mandarin', 'tea', 'tuberose', 'freesia', 'sandalwood', 'musk']",tuberose,6564
"['lavender', 'fruity notes', 'jasmine', 'green notes', 'lily-of-the-valley', 'musk', 'sandalowood', 'woody notes']",lavender,20005
"['mandarin orange', 'licorice', 'star anise', 'floral notes', 'bourbon vanilla', 'bitter almond']",soft spicy,2096
"['grass', 'nectarine', 'pear blossom', 'jasmine', 'white musk', 'vanilla']",fresh,2124
"['red apple', 'apricot', 'mandarin orange', 'cinnamon', 'jasmine', 'caramel', 'vanilla', 'sandalwood']",caramel,13450
"['violet leaf', 'red berries', 'violet', 'white flowers', 'white woods']",violet,6038
"['violet', 'orange', 'bergamot', 'coffee', 'pear', 'iris', 'orange blossom', 'rose', 'caramel', 'vanilla', 'patchouli']",caramel,9921
"['litchi', 'rhubarb', 'bergamot', 'nutmeg', 'turkish rose', 'peony', 'musk', 'petalia', 'vanilla', 'cashmeran', 'incense', 'cedar', 'haitian vetiver']",rose,12261
"['pear', 'melon', 'magnolia', 'peach', 'mandarin orange', 'bergamot', 'jasmine', 'lily-of-the-valley', 'tuberose', 'freesia', 'rose', 'orchid', 'plum', 'violet', 'musk', 'vanilla', 'blackberry', 'cedar']",white floral,5221
"['truffle', 'gardenia', 'black currant', 'ylang-ylang', 'jasmine', 'bergamot', 'mandarin orange', 'amalfi lemon', 'orchid', 'spices', 'gardenia', 'fruity notes', 'ylang-ylang', 'jasmine', 'lotus', 'mexican chocolate', 'patchouli', 'vanille', 'incense', 'amber', 'sandalwood', 'vetiver', 'white musk']",warm spicy,9010
"['plum', 'cinnamon', 'tangerine', 'tincture of rose', 'wormwood', 'iris', 'musk', 'patchouli']",iris,13596
"['lemon', 'neroli', 'jasmine', 'violet', 'heliotrope', 'musk', 'cedar', 'vetiver', 'amber']",powdery,12337
"['vanilla', 'basil', 'bergamot', 'mandarin orange', 'green notes', 'peach', 'lemon', 'spices', 'sandalwood', 'coriander', 'oakmoss', 'cedar', 'orange blossom', 'jasmine', 'rose', 'amber', 'incense', 'vanilla', 'civet', 'musk', 'vetiver']",amber,3866
"['floral notes', 'coffee', 'bulgarian rose', 'vanilla', 'white musk', 'amber']",coffee,1187
"['cypress', 'vetiver', 'cashmere wood', 'musk']",woody,17294
"['mandarin orange', 'bergamot', 'pink pepper', 'elemi resin', 'sweet pea', 'heliotrope', 'wallflower', 'elemi', 'patchouli', 'tonka bean', 'amber']",soft spicy,5250
"['lemon', 'bergamot', 'mimosa', 'black locust', 'broom', 'musk', 'white woods']",yellow floral,18112
"['sea salt', 'lemon', 'pink pepper', 'jasmine', 'seagrass', 'bay leaf', 'salt', 'caramel', 'brown sugar', 'cedar']",caramel,3449
"['rum', 'honey', 'mandarin orange', 'bergamot', 'black orchid', 'orchid', 'jasmine', 'heliotrope', 'hyacinth', 'rose oil', 'narcissus', 'magnolia', 'orange blossom', 'vanilla', 'myrrh', 'suede', 'sandalwood', 'peru balsam', 'labdanum']",floral,12855
"['chamomile', 'artemisia', 'ylang-ylang', 'hyacinth', 'patchouli', 'black pepper', 'honey', 'incense', 'leather']",patchouli,15995
"['grapefruit', 'bergamot', 'pepper', 'lavender', 'cardamom', 'artemisia', 'cedar', 'vetiver', 'olibanum']",fresh spicy,8931
"['smoke', 'bitter orange', 'bourbon vanilla', 'cedar']",smoky,16750
"['plum', 'ozonic notes', 'grapefruit', 'bergamot', 'hazelnut', 'honey', 'cedar', 'cashmere wood', 'orange blossom', 'jasmine', 'amberwood', 'patchouli', 'oakmoss', 'vetiver']",woody,20580
"['mandarin orange', 'patchouli', 'bergamot', 'cinnamon', 'amber', 'virginia cedar', 'leather', 'musk', 'woodsy notes']",cinnamon,16059
"['raspberry', 'geranium', 'neroli', 'tuberose', 'iris', 'orange blossom', 'jasmine sambac', 'vanilla', 'caramel', 'sandalwood', 'heliotrope', 'white musk', 'patchouli']",powdery,3284
"['watermelon', 'mandarin orange', 'bergamot', 'lotus', 'jasmine', 'rose', 'mexican chocolate', 'rice', 'patchouli']",chocolate,15473
"['ylang-ylang', 'carambola (star fruit)', 'mango', 'violet leaves', 'lemon', 'bergamot', 'pink pepper', 'frangipani', 'coconut', 'sea notes', 'cashmeran', 'skin', 'sea salt', 'jasmine', 'saffron', 'clove', 'vanilla', 'musk', 'sandalwood', 'woody notes', 'opoponax', 'amber', 'patchouli', 'vetiver']",tropical,6615
"['kiwi', 'red litchi', 'quince', 'white chocolate', 'cupcake', 'orchid', 'jasmine', 'musk', 'orris root', 'woodsy notes']",sweet,9550
"['galbanum', 'cassis', 'cassia', 'hiacynth', 'bulgarian rose', 'raspberry', 'bergamot', 'honey', 'narcissus', 'cedar', 'orris root', 'ylang-ylang', 'tuberose', 'jasmine', 'lily-of-the-valley', 'oakmoss', 'spices', 'civet', 'patchouli', 'incense', 'myrrh', 'amber', 'sandalwood', 'vetiver', 'musk']",woody,14467
"['apple leaf', 'italian mandarin', 'japanese osmanthus', 'yellow freesia', 'magnolia', 'boronia', 'musk', 'white iris']",floral,10631
"['carnation', 'coriander', 'rose', 'angelica', 'neroli', 'bergamot', 'amalfi lemon', 'patchouli', 'hyacinth', 'jasmine', 'ylang-ylang', 'mimosa', 'oak moss', 'civetta', 'castoreum', 'vetiver', 'sandalwood', 'musk', 'amber']",woody,11703
"['mimosa', 'bitter orange', 'coriander', 'jasmine', 'tangerine', 'narcissus', 'black currant', 'amber', 'sandalwood', 'vanille', 'ambrette (musk mallow)']",yellow floral,13742
"['bergamot', 'tropical fruit', 'jasmine', 'juniper berries', 'tincture of rose', 'oak moss', 'sandalwood', 'amber']",mossy,978
"['fern', 'fig', 'citruses', 'jasmine', 'rose', 'lily-of-the-valley', 'oakmoss', 'musk', 'amber']",mossy,4889
"['lily', 'citruses', 'lily', 'green lily', 'green notes']",white floral,13456
"['reed', 'mint', 'green lilac', 'mandarin orange', 'pink pepper', 'water lily', 'pepper', 'violet', 'white peach', 'amaryllis', 'rose', 'cedar', 'white musk', 'vanilla']",floral,7721
"['orange', 'blood grapefruit', 'indian mandarin', 'bergamot', 'apple', 'plum', 'lily-of-the-valley', 'freesia', 'orchid', 'rose', 'mimosa', 'lily', 'magnolia', 'musk', 'amber']",citrus,1671
"['mandarin orange', 'sicilian bergamot', 'gardenia', 'magnolia', 'myrrh', 'orange blossom', 'jasmine', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']",coconut,21349
"['lavender', 'lemon', 'bergamot', 'mandarin orange', 'sage', 'juniper berries', 'basil', 'geranium', 'jasmine', 'coriander', 'orange blossom', 'lily-of-the-valley', 'lily', 'sandalwood', 'musk', 'vetiver', 'brazilian rosewood', 'amber']",aromatic,5458
"['lime', 'lemon', 'bergamot', 'jasmine', 'orange', 'mandarin orange', 'neroli', 'sea notes', 'jasmine', 'calone', 'rosemary', 'peach', 'freesia', 'hiacynth', 'cyclamen', 'violet', 'coriander', 'rose', 'nutmeg', 'mignonette', 'white musk', 'cedar', 'oakmoss', 'patchouli', 'amber']",citrus,15364
"['cloves', 'pink pepper', 'orange blossom', 'chestnut', 'guaiac wood', 'juniper', 'vanilla', 'peru balsam', 'cashmeran']",woody,18638
"['orange blossom', 'cactus flower', 'bergamot', 'mandarin orange', 'lily', 'freesia', 'gardenia', 'jasmine', 'lily-of-the-valley', 'white camelia', 'rose', 'peony', 'musk', 'sandalwood']",white floral,10872
"['pink pepper', 'litchi', 'co2 extracts', 'sicilian bergamot', 'jasmine sambac', 'rose', 'magnolia', 'popcorn', 'caramel', 'cacao', 'salt', 'labdanum']",caramel,1265
"['cinnamon', 'lavender', 'coriander', 'mandarin orange', 'lime', 'bergamot', 'grapefruit', 'myrhh', 'nutmeg', 'carnation', 'brazilian rosewood', 'pine tree', 'sage', 'jasmine', 'red berries', 'amber', 'vanilla', 'sandalwood', 'musk', 'patchouli', 'vetiver']",warm spicy,7395
"['mint', 'rose', 'carnation', 'cannabis', 'vetiver', 'amber']",aromatic,11904
"['wild berries', 'mandarin orange', 'gardenia', 'honeysuckle', 'jasmine', 'caramel', 'praline', 'vanilla', 'amber', 'sandalwood']",sweet,10921
"['watermelon', 'lavender', 'bergamot', 'lotus', 'jasmine', 'musk', 'sandalwood', 'amber']",ozonic,12936
"['caramel', 'bulgarian rose', 'australian sandalwood', 'musk', 'himalayan cedar']",caramel,9056
"['grapefruit', 'green mango', 'tomato', 'carrot', 'lotus', 'bulrush', 'orange', 'hiacynth', 'peony', 'musk', 'iris', 'incense', 'labdanum', 'cinnamon']",citrus,15678
"['cognac', 'tobacco', 'vanilla', 'cannabis', 'smoke', 'incense', 'agarwood (oud)']",smoky,1792
"['orange', 'elemi resin', 'lemon', 'amber', 'pepper', 'pink pepper', 'violet', 'fir', 'cedar', 'madagascar vetiver', 'oakmoss', 'benzoin']",woody,13809
"['yellow mandarin', 'aldehydes', 'cardamom', 'mimosa absolute', 'solar notes', 'violet leaf', 'beeswax', 'musk', 'cedar']",aldehydic,13375
"['rose', 'clove', 'raspberry', 'black currant', 'cinnamon', 'patchouli', 'incense', 'sandalwood', 'musk', 'benzoin', 'amber']",warm spicy,14119
"['bergamot', 'rose', 'jasmine', 'citruses', 'peach', 'ylang-ylang', 'rose', 'lilac', 'jasmine', 'oakmoss', 'spices', 'vetiver', 'cinnamon', 'amber']",earthy,12801
"['aldehydes', 'coriander', 'peach', 'bergamot', 'lemon', 'lilac', 'orris root', 'ylang-ylang', 'lily-of-the-valley', 'rose', 'jasmine', 'civet', 'sandalwood', 'musk', 'benzoin', 'vetiver', 'vanilla', 'peru balsam', 'amber', 'tonka bean']",fresh,17358
"['pear', 'bergamot', 'pink pepper', 'rose', 'jasmine', 'white musk', 'vanilla', 'patchouli', 'cedar']",rose,6311
"['coriander', 'cumin', 'petitgrain', 'lavender', 'labdanum', 'birch', 'jasmine', 'geranium', 'amber', 'cedar', 'vetiver', 'patchouli', 'oakmoss']",woody,20894
"['pepper', 'truffle', 'lily-of-the-valley', 'pink pepper', 'oakmoss', 'patchouli', 'musk', 'ambrette (musk mallow)']",earthy,1910
"['mimosa', 'iris', 'rose', 'freesia', 'violet', 'lily-of-the-valley', 'jasmine', 'bergamot', 'chamomile', 'iris', 'narcissus', 'galbanum', 'geranium', 'coriander', 'jasmine', 'brazilian rosewood', 'orange blossom', 'tuberose', 'musk', 'sandalwood', 'cedar', 'vanilla', 'amber']",powdery,7505
"['aldehydes', 'black currant', 'lavender', 'basil', 'bergamot', 'mandarin orange', 'lemon', 'lily-of-the-valley', 'magnolia', 'iris', 'fir']",fresh,21173
"['gardenia', 'carnation', 'jasmine', 'patchouli', 'flowers', 'sandalwood', 'sea notes', 'caramel', 'coffee']",caramel,19160
"['raspberry', 'mandarin orange', 'bergamot', 'violet', 'rose petals', 'gardenia', 'sandalwood']",violet,5020
"['geranium', 'bergamot', 'italian mandarin', 'grasse rose', 'damask rose', 'white musk']",rose,4485
"['wasabi', 'violet leaf', 'mandarin orange', 'pear', 'pebbles', 'hedione', 'orris root', 'peony', 'rose', 'vetiver', 'white musk', 'incense', 'sandalwood']",mineral,8913
"['citruses', 'sweet pea', 'caramel', 'benzoin', 'white musk']",caramel,10630
"['pitahaya', 'litchi', 'jasmine', 'hibiscus', 'sea notes', 'vanilla', 'musk']",tropical,11559
"['ginger', 'bitter orange', 'bergamot', 'tuberose', 'orange blossom', 'jasmine', 'sandalwood', 'vanilla']",white floral,3886
"['galbanum', 'hiacynth', 'bergamot', 'neroli', 'iris', 'orris root', 'rose', 'lily-of-the-valley', 'narcissus', 'jasmine', 'ylang-ylang', 'oakmoss', 'vetiver', 'leather', 'cedar', 'musk', 'sandalwood']",green,15020
"['wild berries', 'gardenia', 'lily of the valley', 'honeysuckle', 'jasmine sambac', 'vanilla orchid', 'caramel', 'vanilla', 'sandalwood', 'praline']",caramel,17993
"['lemon', 'pineapple', 'bergamot', 'black currant', 'apple', 'birch', 'jasmine', 'rose', 'musk', 'ambergris', 'patchouli', 'vanilla']",citrus,16746
"['plum', 'chinese cinnamon wood', 'iris', 'violet', 'lily', 'anise', 'jasmine', 'mimosa', 'cassia', 'ylang-ylang', 'heliotrope', 'orris root', 'orange blossom', 'tahitian tiare flower', 'incense', 'vanilla', 'benzoin', 'sandalwood', 'musk']",powdery,5972
"['lavender', 'sage', 'bergamot', 'iris', 'cacao', 'amber', 'cardamom', 'leather', 'tahitian vetiver', 'patchouli']",iris,20842
"['italian orange', 'jasmine', 'bitter orange', 'jasmine', 'orange blossom', 'ginger', 'honey', 'vanilla', 'sandalwood']",citrus,11236
"['osmanthus', 'jasmine', 'may rose', 'indian tuberose', 'narcissus', 'amber', 'cedar']",floral,5970
"['orange blossom', 'mandarin orange', 'bergamot', 'amalfi lemon', 'cinnamon', 'heliotrope', 'jasmine', 'cardamom', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'sandalwood', 'patchouli', 'honey', 'tobacco', 'vetiver']",vanilla,725
"['apple', 'plum', 'lemon', 'bergamot', 'oakmoss', 'geranium', 'cinnamon', 'mahogany', 'carnation', 'vanilla', 'sandalwood', 'cedar', 'vetiver', 'olive tree']",woody,14456
"['bergamot', 'pink pepper', 'elemi', 'atlas cedar', 'cashmere wood', 'patchouli', 'iso e super', 'haitian vetiver', 'white musk']",woody,15942
"['cloves', 'pepper', 'coriander', 'west indian bay', 'plum', 'jasmine', 'mandarin orange', 'citruses', 'bergamot', 'carnation', 'cinnamon', 'sandalwood', 'patchouli', 'orris root', 'rose', 'peach', 'lily-of-the-valley', 'incense', 'myrrh', 'sandalwood', 'tolu balsam', 'amber', 'opoponax', 'benzoin', 'labdanum', 'vanilla', 'musk', 'castoreum', 'cedar', 'vetiver', 'coconut']",warm spicy,10662
"['juniper', 'lemon', 'bergamot', 'pepper', 'pine needles', 'incense', 'orris root', 'vanilla', 'sandalwood', 'amber']",woody,11202
"['lavender', 'bergamot', 'iris', 'jasmine sambac', 'rose', 'tahitian vanilla', 'coumarin', 'australian sandalwood', 'licorice', 'benzoin', 'patchouli']",vanilla,13804
"['bergamot', 'myrtle', 'hazelnut', 'chocolate', 'roasted coffee beans', 'leather', 'cedar']",woody,19225
"['african orange flower', 'jasmine', 'white honey', 'patchouli', 'rose', 'virginia cedar']",white floral,12737
"['coconut nectar', 'neroli', 'bergamot', 'mandarin orange', 'monoi oil', 'ylang-ylang', 'orange blossom', 'jasmine', 'coconut milk', 'musk', 'ambrette (musk mallow)']",coconut,9094
"['neroli', 'black pepper', 'cardamom', 'carrot seeds', 'iris', 'violet', 'geranium', 'mate', 'amber', 'cedar', 'sandalwood', 'patchouli']",powdery,21117
"['licorice', 'citruses', 'grapefruit', 'bergamot', 'lavender', 'star anise', 'vanilla', 'almond', 'sandalwood', 'amber', 'cedar']",soft spicy,16596
"['apple tree blossom', 'mandarin orange', 'camelia', 'black currant', 'lemon', 'honeysuckle', 'grapefruit', 'rose', 'lily', 'mint', 'violet', 'magnolia', 'jasmine', 'cedar', 'sandalwood', 'leather']",citrus,7765
"['green notes', 'mandarin orange', 'jasmine', 'peony', 'pear blossom', 'woodsy notes', 'pistachio', 'musk']",green,7667
"['green notes', 'freesia', 'pink pepper', 'violet', 'violet leaf', 'tuberose', 'red berries', 'lily-of-the-valley', 'peony', 'lilac', 'lily', 'rose', 'jasmine', 'geranium', 'karo karounde', 'musk', 'cedar', 'sandalwood', 'patchouli']",floral,6276
"['coriander', 'pepper oil', 'nutmeg', 'bergamot', 'lemon', 'mandarin orange', 'may rose', 'mimosa', 'iris', 'jasmine', 'lily-of-the-valley', 'peach', 'honey', 'oakmoss', 'patchouli', 'musk', 'sandalwood']",honey,11587
"['orange blossom', 'star anise', 'rose', 'mandarin orange', 'pear', 'bergamot', 'ylang-ylang', 'ginger', 'orchid', 'iris', 'tuberose', 'plum', 'vanilla', 'amber', 'musk', 'cinnamon', 'sandalwood']",white floral,9283
"['white flowers', 'coriander', 'peony', 'bergamot', 'ambrette (musk mallow)', 'rose', 'jasmine', 'patchouli', 'woody notes', 'incense']",woody,6069
"['heliotrope', 'white violet', 'lilac', 'musk', 'arum lily', 'vanilla', 'amber']",powdery,13549
"['lime (linden) blossom', 'melon', 'bergamot', 'mandarin orange', 'mimosa', 'jasmine', 'ylang-ylang', 'wormwood', 'thyme', 'cedar', 'sandalwood']",yellow floral,5925
"['cardamom', 'mimosa', 'tonka bean']",yellow floral,15680
"['sichuan pepper', 'rose', 'tangerine', 'ylang-ylang', 'patchouli', 'tiramisu', 'jasmine', 'coffee', 'cacao', 'whipped cream', 'guaiac wood']",coffee,372
"['rose', 'green notes', 'jasmine', 'sour cherry', 'apple', 'orange blossom', 'black currant', 'white musk', 'patchouli', 'white amber']",cherry,4986
"['pink pepper', 'jasmine', 'iris', 'patchouli', 'musk', 'vanilla']",musky,13458
"['cashew', 'apple', 'bergamot', 'freesia', 'orange blossom', 'rose', 'musk', 'amber', 'coumarin']",nutty,21561
"['cherry', 'violet leaves', 'chamomile', 'geranium', 'rose', 'mimosa', 'amber', 'blonde woods', 'cedarwood']",cherry,21720
